filename;section;text;light
046.rtf;common;Организацию санитарного просвещения, гигиенического воспитания населения и пропаганды здорового образа жизни.;False
046.rtf;common;Законодательство о труде и охране труда Российской Федерации.;False
046.rtf;common;Правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
046.rtf;common;Главная медицинская сестра подчиняется непосредственно;False
046.rtf;common;"(руководителю учреждения; иному должностному лицу)";False
046.rtf;common;На время отсутствия главной медицинской сестры (отпуск, болезнь, пр.) ее обязанности исполняет лицо, назначенное приказом руководителя учреждения.;True
046.rtf;tasks;Главная медицинская сестра:;True
046.rtf;tasks;Обеспечивает рациональную организацию труда среднего и младшего медицинского персонала, повышение их квалификации.;True
046.rtf;tasks;Осуществляет своевременную выписку, распределение и хранение перевязочных материалов, медикаментов и др., в том числе ядовитых и наркотических средств, ведет учет их расходования.;False
046.rtf;tasks;"Контролирует: работу среднего и младшего медицинского персонала по приему и выписке больных; транспортировку больных внутри отделений больницы; выполнение средним медицинским персоналом врачебных назначений; санитарно-гигиеническое содержание отделений больницы, одежды и белья больных; своевременность и качество дезинфекции помещений, где находились инфекционные больные.";True
046.rtf;rights;Главная медицинская сестра имеет право:;True
046.rtf;rights;Участвовать в обсуждении вопросов, касающихся исполняемых ею должностных обязанностей.;False
046.rtf;rights;Вносить на рассмотрение руководства учреждения по совершенствованию качества медицинской помощи населению, улучшению организации труда.;False
046.rtf;rights;Подписывать и визировать документы в пределах своей компетенции.;False
046.rtf;rights;Вносить предложения о поощрении отличившихся работников, наложении взысканий на нарушителей производственной и трудовой дисциплины.;False
046.rtf;rights;Требовать от руководства учреждения оказания содействия в исполнении своих должностных обязанностей и прав.;False
046.rtf;rights;Принимать участие в работе совещаний, конференций, секций, на которых рассматриваются вопросы, относящиеся к профессиональной компетенции.;False
046.rtf;respons;Главная медицинская сестра несет ответственность:;True
046.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
046.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
046.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
047.rtf;common;Дежурный относится к категории технических специалистов.;False
047.rtf;common;На должность дежурного (по выдаче справок, залу, этажу гостиницы) назначается лицо, имеющее начальное профессиональное образование без предъявления требований к стажу работы или среднее (полное) общее образование либо основное общее образование и специальную подготовку по установленной программе без предъявления требований к стажу работы.;False
047.rtf;common;Назначение на должность дежурного и освобождение от нее производится приказом директора гостиницы.;False
047.rtf;common;Дежурный должен знать:;True
047.rtf;common;Нормативные положения, инструкции, другие руководящие материалы и документы, касающиеся работы дежурного.;False
047.rtf;common;Порядок проведения регистрации, учета и составления установленной документации.;False
047.rtf;common;Законодательство о труде и охране труда Российской Федерации.;False
047.rtf;common;Основы организации труда.;False
047.rtf;common;Правила внутреннего трудового распорядка.;False
047.rtf;common;Правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
047.rtf;common;Дежурный подчиняется непосредственно;False
047.rtf;tasks;Дежурный:;True
047.rtf;tasks;Осуществляет прием клиентов, их регистрацию, расчеты за предоставленные услуги.;True
047.rtf;tasks;Оформляет необходимую документацию при работе с клиентами, производит выписки и хранит в соответствующем порядке относящиеся к работе документы.;True
047.rtf;tasks;Готовит и выдает справки клиенту лично или по телефону.;True
047.rtf;tasks;Обеспечивает исправность и сохранность инвентаря, оборудования и другого имущества.;True
047.rtf;tasks;Осуществляет контроль за своевременностью и качеством проведения работ по уборке помещений обслуживающим персоналом.;True
047.rtf;tasks;Следит за соблюдением клиентами противопожарных и санитарных правил.;True
047.rtf;tasks;Ведет журнал дежурств.;True
047.rtf;tasks;Принимает и передает необходимые сообщения клиентам лично или по телефону.;True
047.rtf;rights;Дежурный имеет право:;True
047.rtf;rights;Знакомиться с проектами решений руководства гостинцы, касающихся его деятельности.;False
047.rtf;rights;Вносить на рассмотрение руководства гостиницы предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;False
047.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению.;False
047.rtf;rights;Требовать от руководства гостиницы оказания содействия в исполнении своих должностных обязанностей и прав.;False
047.rtf;rights;всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению.;False
047.rtf;respons;Дежурный несет ответственность:;True
047.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
047.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
047.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
048.rtf;common;Дежурный бюро пропусков относится к категории технических исполнителей.;False
048.rtf;common;На должность дежурного бюро пропусков назначается лицо, имеющее начальное профессиональное образование без предъявления требований к стажу работы или среднее (полное) общее образование и специальную подготовку по установленной программе без предъявления требований к стажу работы.;False
048.rtf;common;Назначение на должность и освобождение от нее производится приказом;False
048.rtf;common;директора предприятия  по представлению;False
048.rtf;common;(заведующего бюро пропусков;False
048.rtf;common;Дежурный бюро пропусков должен знать:;True
048.rtf;common;Нормативные правовые акты, положения, инструкции и другие руководящие материалы и документы, регламентирующие пропускной режим на предприятии.;False
048.rtf;common;Структуру предприятия и режим работы его подразделений.;False
048.rtf;common;Правила и порядок выдачи попусков и других пропускных документов.;False
048.rtf;common;Порядок получения, учета и хранения бланков и возвращенных пропусков.;False
048.rtf;common;Формы документов, на основании которых оформляются различные виды пропусков.;False
048.rtf;common;Порядок учета и составления установленной отчетности.;False
048.rtf;common;Основы организации труда.;False
048.rtf;common;Законодательство о труде.;False
048.rtf;common;Правила внутреннего трудового распорядка.;False
048.rtf;common;. Правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты.;False
048.rtf;common;Дежурный бюро пропусков подчиняется непосредственно заведующему бюро пропусков.;True
048.rtf;common;На время отсутствия дежурного бюро пропусков (отпуск, болезнь, пр.) его обязанности исполняет работник, назначенный приказом директора предприятия.;True
048.rtf;tasks;Дежурный бюро пропусков:;True
048.rtf;tasks;Выписывает, оформляет и выдает в соответствии с установленным порядком постоянные, временные и разовые пропуска и другие пропускные документы, предоставляющие право прохода (выхода) на предприятие или въезда (выезда) на его территорию.;True
048.rtf;tasks;Регистрирует в журналах либо в других первичных документах пропускные документы и ведет учет полученных незаполненных бланков, выданных и возвращенных пропусков.;True
048.rtf;tasks;Передает на подпись руководителю предприятия постоянные пропуска, следит за своевременны их возвращением.;True
048.rtf;tasks;Составляет ежегодные отчеты о выдаче и возврате пропусков различного вида и подготавливает необходимые справки, связанные с оформлением пропускных документов.;True
048.rtf;tasks;Обеспечивает сохранность незаполненных бланков и возвращенных пропусков.;True
048.rtf;rights;Дежурный бюро пропусков имеет право:;True
048.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающихся его деятельности.;False
048.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении им его должностных обязанностей и прав.;False
048.rtf;respons;Дежурный бюро пропусков несет ответственность:;True
048.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
048.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
048.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
049.rtf;common;Декларант относится к категории специалистов.;False
049.rtf;common;На должность декларанта назначается лицо, имеющее;False
049.rtf;common;"(среднее; высшее)";False
049.rtf;common;профессионально (техническое, экономическое) образование,;False
049.rtf;common;(специальную;False
049.rtf;common;,;False
049.rtf;common;подготовку по установленной программе);False
049.rtf;common;"(без предъявления требований к стажу работы; стаж работы в должности";False
049.rtf;common;"(специалиста соответствующего уровня не менее лет; декларанта не менее года";False
049.rtf;common;Назначение на должность декларанта и освобождение от нее производится приказом директора организации;False
049.rtf;common;приказом директора организации;False
049.rtf;common;Декларант должен знать:;True
049.rtf;common;Таможенный кодекс Российской Федерации.;False
049.rtf;common;Приказы и инструкции Государственного Таможенного Комитета Российской Федерации.;False
049.rtf;common;Указания, распоряжения, телетайпограммы, информационные письма и другие руководящие материалы вышестоящих организаций по кругу обязанностей.;False
049.rtf;common;Соглашение о международном транспортном грузовом сообщении.;False
049.rtf;common;Порядок ведения отчетности.;False
049.rtf;common;Тарифные руководства.;False
049.rtf;common;Товарную номенклатуру внешнеэкономической деятельности.;False
049.rtf;common;"Международные правила заключения договоров купли-продажи ""Инкотермс"" по кругу обязанностей, Международные правила толкования торговых терминов ""Инкотермс"".";False
049.rtf;common;Методику определения таможенной стоимости.;False
049.rtf;common;. Схему соответствующей транспортной сети и основные маршруты следования грузов.;False
049.rtf;common;. Формы первичной документации по грузовой и коммерческой работе.;False
049.rtf;common;. Основы экономики, организации производства и труда.;False
049.rtf;common;. Основы трудового законодательства.;False
049.rtf;common;. Правила внутреннего трудового распорядка.;False
049.rtf;common;. Правила и нормы по охране труда, технике безопасности, производственной санитарии и пожарной безопасности.;False
049.rtf;common;Декларант подчиняется непосредственно;False
049.rtf;common;На время отсутствия декларанта (болезнь, отпуск, командировка, пр.) его обязанности исполняет лицо, назначенное приказом директора организации. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее исполнение возложенных на него обязанностей.;True
049.rtf;tasks;Декларант:;True
049.rtf;tasks;Осуществляет оформление грузовых таможенных деклараций разных типов на перевозки грузов в международных сообщениях.;True
049.rtf;tasks;Производит проверку правильности, полноты заполнения и комплектности перевозочных и сопроводительных документов.;True
049.rtf;tasks;Выполняет начисление причитающихся таможенных платежей и сборов, руководствуясь постановлениями Правительства РФ, приказами Государственного таможенного комитета РФ и иными нормативными документами.;True
049.rtf;tasks;Вводит в установленном объеме информацию в АСУ или передает ее в таможенный отдел.;False
049.rtf;tasks;Снимает копии с документов.;True
049.rtf;tasks;Ведет оперативный учет производственных показателей, перевозочной и сопроводительной документации.;True
049.rtf;tasks;Выдает грузоотправителям и грузополучателям справки и оперативную информацию по вопросам применения тарифов и таможенному оформлению перевозочных и сопроводительных документов.;True
049.rtf;tasks;Получает сборы за оказанные услуги.;True
049.rtf;tasks;Обеспечивает соблюдение правил по приему и хранению денежных сумм.;True
049.rtf;tasks;Ведет оперативный учет выручки и составляет отчеты по установленной форме о наличных и безналичных поступлениях за отчетный период.;False
049.rtf;tasks;. Сдает денежные суммы в установленном порядке.;True
049.rtf;tasks;. Обеспечивает на рабочем месте пожарную безопасность.;True
049.rtf;tasks;. Выполняет отдельные служебные поручения своего непосредственного руководителя.;True
049.rtf;rights;Декларант имеет право:;True
049.rtf;rights;Знакомиться с проектами решений руководства организации, касающимися его деятельности.;False
049.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;False
049.rtf;rights;В пределах своей компетенции сообщать своему непосредственному руководителю о всех выявленных в процессе своей деятельности недостатках и вносить предложения по их устранению.;False
049.rtf;rights;Запрашивать лично или по поручению руководства организации от подразделений организации и иных специалистов информацию и документы, необходимые для выполнения своих должностных обязанностей.;False
049.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководителя организации).;False
049.rtf;rights;Требовать от руководства организации оказания содействия в исполнении своих должностных обязанностей и прав.;False
049.rtf;respons;Декларант несет ответственность:;True
049.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
049.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
049.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
050.rtf;common;Делопроизводитель, ответственный за входящую корреспонденцию, относится к категории технических исполнителей.;False
050.rtf;common;На должность делопроизводителя, ответственного за входящую корреспонденцию, назначается лицо, имеющее начальное профессиональное образование без предъявления требований к стажу работы или среднее (полное) общее образование и специальную подготовку по установленной программе без предъявления требований к стажу работы.;False
050.rtf;common;Назначение на должность и освобождение от нее производится приказом директора;False
050.rtf;common;предприятия по представлению;False
050.rtf;common;"(заведующего канцелярией;";False
050.rtf;common;(начальника документационного обеспечения организации));False
050.rtf;common;Делопроизводитель, ответственный за входящую корреспонденцию, должен знать:;True
050.rtf;common;Нормативные правовые акты, положения, инструкции, другие руководящие материалы и документы по ведению делопроизводства на предприятии.;False
050.rtf;common;Основные положения Единой государственной системы делопроизводства.;False
050.rtf;common;Структуру предприятия и его подразделений.;False
050.rtf;common;Стандарты унифицированной системы организационно-распорядительной документации.;False
050.rtf;common;Порядок контроля за прохождением служебных документов и материалов.;False
050.rtf;common;Основы организации труда.;False
050.rtf;common;Правила эксплуатации вычислительной техники;False
050.rtf;common;Законодательство о труде.;False
050.rtf;common;. Правила внутреннего трудового распорядка.;False
050.rtf;common;. Правила и нормы охраны труда.;False
050.rtf;common;Положением о;False
050.rtf;common;"(канцелярии; отделе документационного обеспечения; ином";False
050.rtf;common;структурном подразделении);False
050.rtf;common;Инструкцией по делопроизводству и работе архива на предприятии.;False
050.rtf;common;Настоящей должностной инструкцией.;False
050.rtf;common;Делопроизводитель, ответственный за входящую корреспонденцию,;True
050.rtf;common;подчиняется непосредственно;False
050.rtf;common;(заведующему канцелярией (начальнику;False
050.rtf;common;отдела документационного обеспечения));False
050.rtf;common;На время отсутствия делопроизводителя, ответственного за входящую корреспонденцию, (болезнь, отпуск, пр.) его обязанности исполняет лицо, назначенное директором организации. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее исполнение возложенных на него обязанностей.;True
050.rtf;tasks;Делопроизводитель, ответственный за входящую корреспонденцию:;True
050.rtf;tasks;Выполняет работы по учету и регистрации корреспонденции поступившей в организацию из органов государственной власти, органов местного самоуправления, банков и других организаций.;True
050.rtf;tasks;Обеспечивает контроль за передачей указанных документов, руководству и исполнителям.;True
050.rtf;tasks;Передает заведующему канцелярией (начальнику отдела документационного обеспечения) корреспонденцию, требующую предварительного просмотра, остальную - исполнителям.;True
050.rtf;tasks;Направляет документы на исполнение в соответствии с резолюцией руководства.;True
050.rtf;tasks;Осуществляет контроль (с проставлением необходимых отметок на карточках) за прохождением и своевременным возвращением исполнителями документов, подлежащих возврату в канцелярию (отдел документационного обеспечения), со всеми материалами по их исполнению.;True
050.rtf;tasks;Формирует документы и дела по закрепленному участку работы и в соответствии с утвержденной номенклатурой.;True
050.rtf;tasks;Осуществляет подготовку документов к последующему хранению и использованию (экспертиза ценности, оформление дел, составление описей), передачу законченных производством дел в архив организации.;True
050.rtf;tasks;Принимает участие в проверках организации делопроизводства в структурных подразделениях организации.;True
050.rtf;tasks;Выполняет отдельные поручения заведующего канцелярией (начальника отдела документационного обеспечения).;False
050.rtf;tasks;Делопроизводитель, ответственный за входящую корреспонденцию, представляет:;True
050.rtf;tasks;Зарегистрированные документы, указанные в п.  - заведующему канцелярией (начальнику отдела документационного обеспечения).;True
050.rtf;tasks;Получаемые документы с резолюцией руководства - в бюро контроля и исполнителям.;True
050.rtf;rights;Делопроизводитель, ответственный за входящую корреспонденцию, имеет право:;True
050.rtf;rights;Вносить на рассмотрение директора предприятия и заведующего канцелярией предложения (начальника отдела документационного обеспечения) по улучшению деятельности подразделения, форм и методов работы с документами.;False
050.rtf;rights;Запрашивать от исполнителей информацию о прохождении и окончательном исполнении документов, указанных в п. раздела II настоящей должностной инструкции.;False
050.rtf;rights;В пределах своей компетенции сообщать;False
050.rtf;rights;"(заведующему канцелярией;";False
050.rtf;rights;начальнику отдела документационного обеспечения;False
050.rtf;rights;о всех недостатках в деятельности предприятия (структурного подразделения, отдельных работников), выявленных в процессе исполнения своих должностных прав и обязанностей и вносить предложения по их устранению.;False
050.rtf;rights;Подписывать и визировать документы в пределах своей компетенции.;False
050.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении обязанностей и прав, предусмотренных настоящей должностной инструкцией.;False
050.rtf;respons;Делопроизводитель, ответственный за входящую корреспонденцию, несет ответственность:;True
050.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
050.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
050.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
050.rtf;respons;Делопроизводитель, ответственный за входящую корреспонденцию несет персональную ответственность за:;False
050.rtf;respons;Состояние учета и регистрации документов, указанных в п. раздела II настоящей должностной инструкции.;False
050.rtf;respons;Формирование документов в дела в соответствии с утвержденной номенклатурой, подготовку их к последующему хранению и использованию.;False
051.rtf;common;Делопроизводитель, ответственный за исходящую корреспонденцию относится к категории технических исполнителей.;False
051.rtf;common;На должность делопроизводителя, ответственного за исходящую корреспонденцию, назначается лицо, имеющее начальное профессиональное образование без предъявления требований к стажу работы или среднее (полное) общее образование и специальную подготовку по установленной программе без предъявления требований к стажу работы.;False
051.rtf;common;Назначение на должность и освобождение от нее производится приказом;False
051.rtf;common;директора предприятия по представлению;False
051.rtf;common;(заведующего канцелярией;False
051.rtf;common;(начальника документационного обеспечения организации));False
051.rtf;common;Делопроизводитель, ответственный за исходящую корреспонденцию, должен знать:;True
051.rtf;common;Нормативные правовые акты, положения, инструкции, другие руководящие материалы и документы по ведению делопроизводства на предприятии.;False
051.rtf;common;Основные положения Единой государственной системы делопроизводства.;False
051.rtf;common;Структуру предприятия и его подразделений.;False
051.rtf;common;Стандарты унифицированной системы организационно-распорядительной документации.;False
051.rtf;common;Порядок контроля за прохождением служебных документов и материалов.;False
051.rtf;common;Основы организации труда.;False
051.rtf;common;Правила эксплуатации вычислительной техники;False
051.rtf;common;Законодательство о труде.;False
051.rtf;common;. Правила внутреннего трудового распорядка.;False
051.rtf;common;. Правила и нормы охраны труда.;False
051.rtf;common;Делопроизводитель, ответственный за исходящую корреспонденцию, в своей деятельности руководствуется:;True
051.rtf;common;Положением о;False
051.rtf;common;"(канцелярии; отделе документационного";False
051.rtf;common;"обеспечения; ином структурном подразделении)";False
051.rtf;common;Инструкцией по делопроизводству и работе архива на предприятии.;False
051.rtf;common;Настоящей должностной инструкцией.;False
051.rtf;common;Делопроизводитель, ответственный за исходящую корреспонденцию, подчиняется;True
051.rtf;common;непосредственно;False
051.rtf;common;(заведующему канцелярией (начальнику отдела;False
051.rtf;common;документационного обеспечения));False
051.rtf;common;На время отсутствия делопроизводителя, ответственного за исходящую корреспонденцию, (болезнь, отпуск, пр.) его обязанности исполняет лицо, назначенное директором предприятия. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее исполнение возложенных на него обязанностей.;True
051.rtf;tasks;Делопроизводитель, ответственный за исходящую корреспонденцию выполняет работы по следующим направлениям:;True
051.rtf;tasks;Приемка исходящих документов и проверка правильности их оформления, адресования, наличия подписей, виз и приложений.;True
051.rtf;tasks;Регистрация исходящих документов (на карточках, компьютере) с ведением соответствующих картотек.;True
051.rtf;tasks;Формирование исполненных документов в дела по определенным участкам работы в соответствии с утвержденной номенклатурой.;True
051.rtf;tasks;Подготовка документов к последующему хранению и использованию (экспертиза ценности, оформление дел, составление описей).;False
051.rtf;tasks;Передача законченных производством дел в архив организации.;True
051.rtf;tasks;Справочная работа по документам.;True
051.rtf;tasks;Возврат неправильно оформленных документов исполнителям на доработку.;True
051.rtf;tasks;Делопроизводитель, ответственный за исходящую корреспонденцию, обязан выполнять отдельные служебные поручения заведующего канцелярией (начальника отдела документационного обеспечения).;False
051.rtf;rights;Ответственный за исходящую корреспонденцию имеет право:;True
051.rtf;rights;Вносить на рассмотрение заведующего канцелярией (начальника отдела документационного обеспечения) предложения по улучшению деятельности подразделения, форм и методов работы с документами.;False
