filename;section;text;light
014.rtf;common;Принципы планировки и оформления помещений, витрин, организации рекламы.;False
014.rtf;common;Основы эстетики, этики, психологии и обслуживания посетителей.;False
014.rtf;common;. Передовой отечественный и зарубежный опыт организации общественного питания и обслуживания посетителей.;False
014.rtf;rights;. Организацию оплаты и стимулирования труда.;False
014.rtf;rights;. Законодательство о труде.;False
014.rtf;rights;. Правила внутреннего трудового распорядка.;False
014.rtf;rights;. Правила и нормы охраны труда.;False
014.rtf;rights;Администратор зала подчиняется;False
014.rtf;rights;"(директору ресторана; иному";False
014.rtf;rights;должностному лицу);False
014.rtf;rights;На время отсутствия администратора зала (отпуск, болезнь, пр.) его обязанности исполняет лицо, назначенное приказом директора организации. Данное лицо приобретает соответствующие права и несет ответственность за надлежащее исполнение возложенных на него обязанностей.;False
014.rtf;rights;Администратор зала вправе:;True
014.rtf;rights;Знакомиться с проектами решений руководства предприятия, касающимися его деятельности.;True
014.rtf;rights;Вносить на рассмотрение руководства предложения по совершенствованию работы, связанной с предусмотренными настоящей инструкцией обязанностями.;False
014.rtf;rights;В пределах своей компетенции сообщать;False
014.rtf;rights;о всех выявленных в процессе осуществления должностных обязанностей недостатках в деятельности предприятия (его структурных подразделениях) и вносить предложения по их устранению.;False
014.rtf;rights;Привлекать специалистов всех (отдельных) структурных подразделений к решению задач, возложенных на него (если это предусмотрено положениями о структурных подразделениях, если нет - то с разрешения руководства).;False
014.rtf;rights;Требовать от руководства предприятия оказания содействия в исполнении своих должностных обязанностей и прав.;False
014.rtf;tasks;Администратор зала:;True
014.rtf;tasks;Обеспечивает работу по эффективному и культурному обслуживанию посетителей ресторана, созданию для них комфортных условий.;True
014.rtf;tasks;Консультирует посетителей по вопросам предоставления услуг обеспечивает их ознакомление с ассортиментом имеющихся в наличии блюд и напитков.;True
014.rtf;tasks;Осуществляет контроль за рациональным оформлением зала, барных стоек, витрин, и т.д.;True
014.rtf;tasks;Обеспечивает чистоту и порядок в зале.;True
014.rtf;tasks;Контролирует прием заказов официантами от посетителей.;True
014.rtf;tasks;Осуществляет проверку выписанных счетов и производство расчетов с посетителями.;True
014.rtf;tasks;Принимает меры к предотвращению и ликвидации конфликтных ситуаций.;True
014.rtf;tasks;Рассматривает претензии, связанные с неудовлетворительным обслуживанием посетителей, и проводит соответствующие организационно-технические мероприятия.;True
014.rtf;tasks;Принимает заказы и разрабатывает планы проведения и обслуживания юбилейных торжеств, свадеб, банкетов.;True
014.rtf;tasks;. Контролирует соблюдение работниками организации трудовой и производственной дисциплины, правил и норм охраны труда, техники безопасности, требований производственной санитарии и гигиены.;True
014.rtf;tasks;. Информирует руководство организации об имеющихся недостатках в обслуживании посетителей, принимает меры к их ликвидации.;True
014.rtf;tasks;. Осуществляет контроль за исполнением работниками указаний руководства организации.;True
014.rtf;tasks;. Выполняет отдельные служебные поручения своего непосредственного руководителя.;False
014.rtf;respons;Администратор зала несет ответственность:;False
014.rtf;respons;За ненадлежащее исполнение или неисполнение своих должностных обязанностей, предусмотренных настоящей должностной инструкцией - в пределах, определенных действующим трудовым законодательством Российской Федерации.;False
014.rtf;respons;За правонарушения, совершенные в процессе осуществления своей деятельности - в пределах, определенных действующим административным, уголовным и гражданским законодательством Российской Федерации.;False
014.rtf;respons;За причинение материального ущерба - в пределах, определенных действующим трудовым и гражданским законодательством Российской Федерации.;False
