;filename;section;text;light
11564;444.rtf;tasks;труда и подготовке по ним предложений работодателю по устранению имеющихся и выявленных в;0.75
11565;444.rtf;tasks;ходе расследований недостатков упущений, а также подготовке ответов заявителям;0.83
11566;444.rtf;tasks;Осуществляет связь с медицинскими учреждениями, научноисследовательскими и;0.91
11567;444.rtf;tasks;другими организациями по вопросам охраны труда и принимает меры по внедрению их;0.84
11568;444.rtf;tasks;рекомендаций;0.71
11569;444.rtf;tasks;Руководит работниками отдела.;0.8
11570;444.rtf;tasks;Контролировать выполнение плановых заданий и работу, своевременное выполнение;0.88
11571;444.rtf;tasks;отдельных поручений и заданий подчиненных ему работников;0.72
11572;444.rtf;tasks;Запрашивать и получать необходимые материалы и документы относящиеся к вопросам;0.71
11573;444.rtf;tasks;деятельности отдела охраны труда;0.66
11574;444.rtf;tasks;Вступать во взаимоотношения с подразделениями сторонних учреждений и организаций;0.69
11575;444.rtf;tasks;для решения оперативных вопросов производственной деятельности, входящей в компетенцию;0.8
11576;444.rtf;tasks;Начальника отдела охраны труда;0.67
11577;444.rtf;tasks;Представлять интересы предприятия в сторонних организациях по вопросам;0.65
11578;444.rtf;tasks;относящимся к производственной деятельности отдела;0.68
11579;444.rtf;rights;Начальник отдела охраны труда имеет право:;0.8
11580;444.rtf;rights;Давать подчиненным ему сотрудникам поручения, задания по кругу вопросов, входящих;0.09
11581;445.rtf;respons;Начальник отдела сбыта назначается на должность и освобождается от должности в;0.06
11582;445.rtf;respons;установленным действующим трудовым законодательством порядке приказом директора;0.04
11583;445.rtf;respons;предприятия;0.04
11584;445.rtf;respons;Результаты и эффективность производственной деятельности отдела сбыта;0.05
11585;445.rtf;respons;Необеспечение выполнения своих функциональных обязанностей, а так же работу;0.04
11586;445.rtf;respons;подчиненных ему служб (подразделений) предприятия по вопросам, входящим в обязанности;0.06
11587;445.rtf;respons;отдела;0.06
11588;445.rtf;respons;Недостоверную информацию о состоянии выполнения планов работ отделом сбыта,;0.07
11589;445.rtf;respons;подчиненных служб (подразделений);0.05
11590;445.rtf;respons;Невыполнение приказов, распоряжений и поручений директора предприятия;0.03
11591;445.rtf;respons;Непринятие мер по пресечению выявленных нарушений правил техники безопасности,;0.07
11592;445.rtf;respons;противопожарным и другим правилам создающих угрозу деятельности предприятия, его;0.04
11593;445.rtf;respons;работникам;0.05
11594;445.rtf;respons;Необеспечение соблюдения трудовой и исполнительской дисциплины работниками;0.11
11595;445.rtf;respons;отдела сбыта, подчиненных службы (подразделений) предприятия;0.04
11596;445.rtf;tasks;и в объеме квалификационной характеристики по должности Начальника отдела сбыта и могут;0.69
11597;445.rtf;tasks;быть дополнены, уточнены при подготовке должностной инструкции исходя из конкретных;0.64
11598;445.rtf;tasks;обстоятельств;0.71
11599;445.rtf;tasks;Осуществляет рациональную организацию сбыта продукции предприятия, ее поставку;0.91
11600;445.rtf;tasks;потребителям в сроки и объеме в соответствии с заказами и заключенными договорами;0.74
11601;445.rtf;tasks;Обеспечивает участие отдела в подготовке прогнозов, проектов перспективных и;0.95
11602;445.rtf;tasks;текущих планов производства и реализации продукции, проведении маркетинговых исследований;0.72
11603;445.rtf;tasks;по изучению спроса на продукцию предприятия, перспектив развития рынков сбыта;0.85
11604;445.rtf;tasks;Организует подготовку и заключение договоров на поставку продукции потребителям,;0.9
11605;445.rtf;tasks;согласование условий поставок;0.75
11606;445.rtf;tasks;Возглавляет работу по составлению планов поставок и их увязку с планами;0.76
11607;445.rtf;tasks;производства с целью обеспечения сдачи готовой продукции производственными;0.79
11608;445.rtf;tasks;подразделениями в сроки, по номенклатуре, комплектности и качеству в соответствии с заказами и;0.73
11609;445.rtf;tasks;заключенными договорами;0.71
11610;445.rtf;tasks;Принимает меры по выполнению плана реализации продукции, своевременному;0.86
11611;445.rtf;tasks;получению нарядов, спецификаций и других документов на поставку;0.71
11612;445.rtf;tasks;Обеспечивает контроль выполнения подразделениями предприятия заказов, договорных;0.93
11613;445.rtf;tasks;обязательств, состояние запасов готовой продукции на складах;0.75
11614;445.rtf;tasks;Организует приемку готовой продукции от производственных подразделений на склады,;0.86
11615;445.rtf;tasks;рациональное хранение и подготовку к отправке потребителям, определение потребности в;0.82
11616;445.rtf;tasks;транспортных средствах, механизированных погрузочных средствах, таре и рабочей силе для;0.79
11617;445.rtf;tasks;отгрузки готовой продукции;0.71
11618;445.rtf;tasks;Осуществляет разработку и внедрение стандартов предприятия по организации;0.93
11619;445.rtf;tasks;хранения, сбыта и транспортировки готовой продукции, а также мероприятий по;0.81
11620;445.rtf;tasks;совершенствованию сбытовой сети, форм доставки продукции потребителям, сокращению;0.7
11621;445.rtf;tasks;транспортных затрат, снижению сверхнормативных остатков готовой продукции и ускорению;0.71
11622;445.rtf;tasks;сбытовых операций;0.71
11623;445.rtf;tasks;Принимает участие в организации выставок, ярмарок, выставокпродаж и других;0.77
11624;445.rtf;tasks;мероприятиях по рекламе продукции;0.76
11625;445.rtf;tasks;Организует оптовую торговлю выпускаемой предприятием продукции.;0.86
11626;445.rtf;tasks;Принимает меры по обеспечению своевременного поступления средств за;0.89
11627;445.rtf;tasks;реализованную продукцию;0.71
11628;445.rtf;tasks;Участвует в рассмотрении поступающих на предприятие претензий потребителей и;0.81
11629;445.rtf;tasks;подготовке ответов на предъявленные иски, а также претензий потребителям и нарушении ими;0.83
11630;445.rtf;tasks;условий договоров;0.75
11631;445.rtf;tasks;Обеспечивает учет выполнения заказов и договоров, отгрузки и остатков;0.93
11632;445.rtf;tasks;нереализованной готовой продукции, своевременное оформление сбытовой документации,;0.75
11633;445.rtf;tasks;составление предусмотренной отчетности по сбыту (поставкам), о выполнении плана реализации;0.72
11634;445.rtf;tasks;Координирует деятельность складов готовой продукции, руководит работниками;0.81
11635;445.rtf;tasks;отдела;0.69
11636;445.rtf;tasks;Контролировать выполнение плановых заданий и работу, своевременное выполнение;0.88
11637;445.rtf;tasks;отдельных поручений и заданий подчиненных ему служб (подразделений);0.7
11638;445.rtf;tasks;Запрашивать и получать необходимые материалы и документы относящиеся к вопросам;0.71
11639;445.rtf;tasks;деятельности Начальника отдела сбыта, подчиненных ему служб (подразделений);0.67
11640;445.rtf;tasks;Вступать во взаимоотношения с подразделениями сторонних учреждений и организаций;0.69
11641;445.rtf;tasks;для решения оперативных вопросов производственной деятельности, входящей в компетенцию;0.8
11642;445.rtf;tasks;Начальника отдела сбыта;0.69
11643;445.rtf;tasks;Представлять интересы предприятия в сторонних организациях по вопросам;0.65
11644;445.rtf;tasks;относящимся к производственной деятельности отдела сбыта;0.68
11645;445.rtf;rights;Начальник отдела сбыта имеет право:;0.82
11646;445.rtf;rights;Давать подчиненным ему сотрудникам и службам (подразделениям) поручения, задания;0.05
11647;446.rtf;respons;Начальник отдела социального развития назначается на должность и освобождается от;0.06
11648;446.rtf;respons;должности в установленном действующим трудовым законодательством порядке приказом;0.05
11649;446.rtf;respons;директора предприятия;0.04
11650;446.rtf;respons;Начальник отдела социального развития подчиняется непосредственно директору;0.25
11651;446.rtf;respons;предприятия;0.04
11652;446.rtf;respons;На должность Начальника отдела социального развития назначается лицо, имеющее;0.05
11653;446.rtf;respons;Результаты и эффективность производственной деятельности отдела социального;0.05
11654;446.rtf;respons;развития;0.05
11655;446.rtf;respons;Необеспечение выполнения своих функциональных обязанностей, а так же работу;0.04
11656;446.rtf;respons;подчиненных ему работников по вопросам производственной деятельности отдела социального;0.06
11657;446.rtf;respons;Недостоверную информацию о состоянии выполнения планов работ и деятельности;0.06
11658;446.rtf;respons;отдела социального развития;0.06
11659;446.rtf;respons;Невыполнение приказов, распоряжений и поручений директора предприятия;0.03
11660;446.rtf;respons;Непринятие мер по пресечению выявленных нарушений правил техники безопасности,;0.07
11661;446.rtf;respons;противопожарным и другим правилам создающих угрозу деятельности предприятия, его;0.04
11662;446.rtf;respons;работникам;0.05
11663;446.rtf;respons;Необеспечение соблюдения трудовой и исполнительской дисциплины работниками,;0.11
11664;446.rtf;respons;находящемся в подчинении Начальника отдела социального развития;0.06
11665;446.rtf;tasks;определены на основе и в объеме квалификационной характеристики по должности Начальника;0.71
11666;446.rtf;tasks;отдела социального развития и могут быть дополнены, уточнены при подготовке должностной;0.67
11667;446.rtf;tasks;инструкции исходя из конкретных обстоятельств;0.67
11668;446.rtf;tasks;Начальник отдела социального развития:;0.71
11669;446.rtf;tasks;Осуществляет руководство социологической работой на предприятии, направленной на;0.89
11670;446.rtf;tasks;формирование стабильных трудовых коллективов, развитие организационной культуры,;0.72
11671;446.rtf;tasks;использование социально-психологических факторов трудовой мотивации работников, повышения;0.79
11672;446.rtf;tasks;их социальной и творческой активности, удовлетворенности трудом с целью максимального;0.77
11673;446.rtf;tasks;развития и использования трудового потенциала каждого работника;0.85
11674;446.rtf;tasks;Обеспечивает разработку и реализацию целевых программ и планов социального;0.92
11675;446.rtf;tasks;развития на основе социальных прогнозов и моделирования социальных процессов, в;0.72
11676;446.rtf;tasks;соответствии с целями, стратегией и кадровой политикой предприятия в условиях рыночной;0.87
11677;446.rtf;tasks;экономики, с учетом внешних и внутренних факторов развития;0.81
11678;446.rtf;tasks;Проводит работу по стабилизации трудовых коллективов, совершенствованию;0.86
11679;446.rtf;tasks;социальной структуры персонала, его демографического и профессионально-квалификационного;0.68
11680;446.rtf;tasks;состава, организует подготовку предложений по регулированию численности работников,;0.89
11681;446.rtf;tasks;повышению их общеобразовательного и культурно-технического уровня, укреплению дисциплины;0.76
11682;446.rtf;tasks;и организованности, созданию и поддержанию благоприятного социально-психологического;0.71
11683;446.rtf;tasks;климата в коллективе, оптимальных межличностных и межгрупповых связей, по адаптации вновь;0.71
11684;446.rtf;tasks;принятых работников;0.72
11685;446.rtf;tasks;Организует изучение условий и содержания труда и их влияния на удовлетворенность;0.88
11686;446.rtf;tasks;трудом, особенно молодежи, разработку мероприятий по улучшению эргономических, санитарно-;0.8
11687;446.rtf;tasks;гигиенических условий работы, обеспечению охраны труда и безопасности работников, социально-;0.76
11688;446.rtf;tasks;психологическому обеспечению внедрения процесса освоения новых видов сложного;0.77
11689;446.rtf;tasks;оборудования, сокращению тяжелого и малоквалифицированного ручного труда, повышению;0.74
11690;446.rtf;tasks;привлекательности, престижности и культуры труда;0.69
11691;446.rtf;tasks;Участвует в экспертизе проектов строительства и реконструкции объектов;0.81
11692;446.rtf;tasks;производственного и непроизводственного назначения с целью обеспечения учета в них;0.86
11693;446.rtf;tasks;социальных требований и нормативов;0.71
11694;446.rtf;tasks;Руководит работой по совершенствованию системы материальных, социально-;0.81
11695;446.rtf;tasks;культурных и нравственно-психологических стимулов повышения трудовой и социальной;0.76
11696;446.rtf;tasks;активности работников, творческого отношения к делу, групповой и индивидуальной;0.72
11697;446.rtf;tasks;ответственности за результаты совместной деятельности;0.7
11698;446.rtf;tasks;Контролирует обеспечение социального страхования работников, соблюдения их;0.93
11699;446.rtf;tasks;социальных гарантий и гражданских прав, возглавляет разработку предложений по мерам;0.87
11700;446.rtf;tasks;социальной защищенности работников предприятия в рамках коллективно-договорного;0.75
11701;446.rtf;tasks;регулирования трудовых отношений;0.71
11702;446.rtf;tasks;Обеспечивает разработку и реализацию мер по сохранению здоровья и повышению;0.93
11703;446.rtf;tasks;содержательности досуга работающих, росту жизненного уровня работников и членов их семей,;0.91
11704;446.rtf;tasks;удовлетворению потребностей в жилье и бытовом устройстве, разнообразных услугах, социальной;0.69
11705;446.rtf;tasks;защите отдельных категорий работающих (пенсионеров, молодежи, женщин);0.71
11706;446.rtf;tasks;Организует консультирование работающих по правовым и финансовым вопросам,;0.75
11707;446.rtf;tasks;проблемам женского труда, разработку предложений по представлению различных социальных;0.74
11708;446.rtf;tasks;"льгот работникам предприятия; компенсаций расходов на жилье, образование детей,";0.71
11709;446.rtf;tasks;предоставлению транспорта для поездок на работу, медицинскому обслуживанию;0.81
11710;446.rtf;tasks;Обеспечивает широкое внедрение средств механизации и компьютерных технологий в;0.93
11711;446.rtf;tasks;деятельность социологических служб, укрепление их информационной базы;0.7
11712;446.rtf;tasks;Организует проведение лекций, семинаров по изучению работниками предприятия;0.86
11713;446.rtf;tasks;социально-психологических методов управления социальными процессами, оказание;0.68
11714;446.rtf;tasks;методической помощи подразделениям в разработке мероприятий по социальному развитию;0.88
11715;446.rtf;tasks;трудовых коллективов, координирует их деятельность по выявлению и использованию социальных;0.73
11716;446.rtf;tasks;резервов производства и реализации целевых комплексных социальных программ;0.71
11717;446.rtf;tasks;Руководит работниками отдела.;0.8
11718;446.rtf;tasks;Контролировать выполнение плановых заданий и работу, своевременное выполнение;0.88
11719;446.rtf;tasks;отдельных поручений и заданий подчиненных ему работников;0.72
11720;446.rtf;tasks;Запрашивать и получать необходимые материалы и документы относящиеся к вопросам;0.71
11721;446.rtf;tasks;деятельности Начальника отдела социального развития;0.7
11722;446.rtf;tasks;Вступать во взаимоотношения с подразделениями сторонних учреждений и организаций;0.69
11723;446.rtf;tasks;для решения оперативных вопросов производственной деятельности, входящей в компетенцию;0.8
11724;446.rtf;tasks;Начальника отдела социального развития;0.71
11725;446.rtf;tasks;Представлять интересы предприятия в сторонних организациях и учреждениях по;0.66
11726;446.rtf;tasks;вопросам относящимся к компетенции Начальника отдела социального развития;0.71
11727;446.rtf;rights;Начальник отдела социального развития имеет право:;0.83
11728;446.rtf;rights;Давать подчиненным ему сотрудникам поручения и задания по кругу вопросов, входящих;0.09
11729;447.rtf;position;НАЧАЛЬНИК отдела учета поступления и расходования;0.09
11730;447.rtf;common;Начальник отдела учета поступления и расходования средств - главный бухгалтер;0.04
11731;447.rtf;common;(далее - главный бухгалтер) обеспечивает соответствие осуществляемых хозяйственных операций;0.42
11732;447.rtf;common;законодательству Российской Федерации, контроль за движением имущества и выполнением;0.02
11733;447.rtf;common;обязательств;0.02
11734;447.rtf;common;Главный бухгалтер назначается на должность и освобождается от должности;0.03
11735;447.rtf;common;управляющим отделением;0.03
11736;447.rtf;common;Прием сдача дел при назначении и освобождении главного бухгалтера оформляется;0.03
11737;447.rtf;common;актом после проверки состояния бухгалтерского учета и отчетности;0.04
11738;447.rtf;common;Главный бухгалтер подчиняется непосредственно управляющему отделением и;0.12
11739;447.rtf;common;начальнику Департамента учета и распределения средств ПФР;0.03
11740;447.rtf;rights;обязанности главного бухгалтера переходят к заместителю начальника отдела учета поступления;0.18
11741;447.rtf;rights;и расходования средств, о чем объявляется приказом по отделению;0.08
11742;447.rtf;rights;по отделению Указанные выше документы без подписи главного бухгалтера или лиц, им на то;0.07
11743;447.rtf;rights;уполномоченных, считаются недействительными и не должны приниматься к исполнению;0.14
11744;447.rtf;rights;материально ответственными лицами и работниками бухгалтерии отделения;0.13
11745;447.rtf;rights;Главному бухгалтеру запрещается принимать к исполнению и оформлению документы;0.1
11746;447.rtf;rights;по операциям, которые противоречат законодательству и установленному порядку приемки,;0.07
11747;447.rtf;rights;хранения и расходования денежных средств, товарно-материальных ценностей;0.07
11748;447.rtf;rights;В случае разногласий между управляющим отделением и главным бухгалтером по;0.09
11749;447.rtf;rights;осуществлению отдельных хозяйственных операций документы по ним могут быть приняты к;0.05
11750;447.rtf;rights;исполнению с письменного распоряжения управляющего отделением, который несет всю полноту;0.05
11751;447.rtf;rights;ответственности за последствия осуществления таких операций;0.05
11752;447.rtf;rights;Требования главного бухгалтера по документальному оформлению операций и;0.06
11753;447.rtf;rights;представлению в бухгалтерию необходимых документов и сведений являются обязательными для;0.11
11754;447.rtf;rights;всех подразделений и служб отделения;0.06
11755;447.rtf;rights;За невыполнение или нарушение указаний главного бухгалтера, вытекающих из;0.06
11756;447.rtf;rights;осуществления возложенных на него обязанностей, виновные могут лишаться по распоряжению;0.04
11757;447.rtf;rights;управляющего отделением премий полностью или частично, а в необходимых случаях;0.06
11758;447.rtf;rights;привлекаться к ответственности в установленном законом порядке;0.03
11759;447.rtf;rights;Главный бухгалтер устанавливает служебные обязанности для подчиненных ему;0.06
11760;447.rtf;tasks;Главный бухгалтер обеспечивает контроль за отражением на счетах бухгалтерского учета;0.95
11761;447.rtf;tasks;всех осуществленных хозяйственных операций, представление оперативной информации о;0.71
11762;447.rtf;tasks;финансовом состоянии отделения, составление в установленные сроки бухгалтерской отчетности;0.66
11763;447.rtf;tasks;и проведение экономического анализа финансово-хозяйственной деятельности отделения;0.73
11764;447.rtf;tasks;Главный бухгалтер, осуществляя организацию бухгалтерского учета на основе;0.92
11765;447.rtf;tasks;установленных правил его ведения, обязан обеспечить:;0.83
11766;447.rtf;tasks;- использование современных средств автоматизации учетно - вычислительных работ,;0.8
11767;447.rtf;tasks;"прогрессивных форм и методов бухгалтерского учета;";0.8
11768;447.rtf;tasks;- полный учет поступающих денежных средств, товарно - материальных ценностей и;0.84
11769;447.rtf;tasks;основных средств, а также своевременное отражение в бухгалтерском учете операций, связанных;0.89
11770;447.rtf;tasks;"с их движением;";0.71
11771;447.rtf;tasks;- достоверный учет исполнения бюджета ОПФР, сметы расходов на содержание аппарата;0.79
11772;447.rtf;tasks;"отделения;";0.74
11773;447.rtf;tasks;- точный учет результатов хозяйственно-финансовой деятельности отделения в;0.79
11774;447.rtf;tasks;"соответствии с установленными правилами;";0.74
11775;447.rtf;tasks;- правильное начисление и своевременное перечисление платежей в государственный;0.75
11776;447.rtf;tasks;бюджет, взносов на государственное социальное страхование, погашение в установленные сроки;0.6
11777;447.rtf;tasks;"задолженности банкам по кредитам (ссудам), отчисление средств в фонды и резервы;";0.63
11778;447.rtf;tasks;- участие в работе по оформлению материалов по недостачам и хищениям денежных;0.74
11779;447.rtf;tasks;средств и товарно-материальных ценностей и контроль за передачей в надлежащих случаях этих;0.82
11780;447.rtf;tasks;"материалов в судебные и следственные органы;";0.71
11781;447.rtf;tasks;- составление достоверной бухгалтерской отчетности на основе первичных документов и;0.71
11782;447.rtf;tasks;"бухгалтерских записей, представление ее в установленные сроки соответствующим органам;";0.67
11783;447.rtf;tasks;- осуществление (совместно с другими подразделениями и службами) экономического;0.7
11784;447.rtf;tasks;анализа хозяйственно-финансовой деятельности отделения по данным бухгалтерского учета и;0.79
11785;447.rtf;tasks;отчетности в целях выявления внутрихозяйственных резервов, предупреждения потерь и;0.79
11786;447.rtf;tasks;"непроизводительных расходов;";0.73
11787;447.rtf;tasks;- сохранность бухгалтерских документов, оформление и передачу их в установленном;0.71
11788;447.rtf;tasks;порядке в архив;0.71
11789;447.rtf;tasks;Главный бухгалтер совместно с руководителями соответствующих подразделений и;0.69
11790;447.rtf;tasks;служб обязан тщательно контролировать:;0.92
11791;447.rtf;tasks;- соблюдение установленных правил оформления приемки и отпуска товарно-материальных;0.83
11792;447.rtf;tasks;"ценностей;";0.71
11793;447.rtf;tasks;- правильность расходования фонда оплаты труда, установления должностных окладов,;0.56
11794;447.rtf;tasks;"строгое соблюдение штатной, финансовой и кассовой дисциплины;";0.93
11795;447.rtf;tasks;- соблюдение установленных правил проведения инвентаризации денежных средств,;0.88
11796;447.rtf;tasks;"товарно-материальных ценностей, основных фондов, расчетов и платежных обязательств;";0.71
11797;447.rtf;tasks;- взыскание в установленные сроки дебиторской и погашение кредиторской задолженности,;0.71
11798;447.rtf;tasks;"соблюдение платежной дисциплины;";0.85
11799;447.rtf;tasks;- законность списания с бухгалтерских балансов недостач, дебиторской задолженности и;0.71
11800;447.rtf;tasks;других потерь;0.71
11801;447.rtf;tasks;Главный бухгалтер обязан активно участвовать в подготовке мероприятий,;0.94
11802;447.rtf;tasks;предупреждающих образование недостач и незаконное расходование денежных средств и;0.91
11803;447.rtf;tasks;товарно-материальных ценностей, нарушения финансового и хозяйственного законодательства;0.63
11804;447.rtf;tasks;В случае обнаружения незаконных действий должностных лиц (приписки, использование;0.62
11805;447.rtf;tasks;средств не по назначению и другие нарушения и злоупотребления) главный бухгалтер;0.79
11806;447.rtf;tasks;докладывает об этом управляющему отделением для принятия мер;0.8
11807;447.rtf;tasks;Документы, служащие основанием для приемки и выдачи денежных средств и товарно-;0.57
11808;447.rtf;tasks;материальных ценностей, а также кредитные и расчетные обязательства подписываются;0.77
11809;447.rtf;tasks;управляющим отделением и главным бухгалтером или лицами, ими на то уполномоченными;0.85
11810;447.rtf;respons;их выполнение Работники других подразделений и служб, занятые бухгалтерским учетом, по;0.07
11811;447.rtf;respons;вопросам организации и ведения учета и отчетности подчиняются главному бухгалтеру;0.32
11812;447.rtf;respons;Назначение, увольнение и перемещение материально ответственных лиц (кассиров,;0.05
11813;447.rtf;respons;заведующих складами и других) производится по согласованию с главным бухгалтером;0.13
11814;447.rtf;respons;Договоры и соглашения, заключаемые отделением на получение или отпуск товарно-;0.06
11815;447.rtf;respons;материальных ценностей и на выполнение работ или услуг, а также приказы и распоряжения об;0.05
11816;447.rtf;respons;установлении работникам должностных окладов, надбавок к заработной плате и о премировании;0.03
11817;447.rtf;respons;предварительно рассматриваются и визируются главным бухгалтером;0.07
11818;447.rtf;respons;Главный бухгалтер имеет право:;0.8
11819;447.rtf;respons;- требовать от руководителей отделов, а в необходимых случаях и от руководителя;0.04
11820;447.rtf;respons;отделения принятия мер к усилению сохранности собственности отделения, обеспечению;0.08
11821;447.rtf;respons;правильной организации бухгалтерского учета и контроля, в частности, пересмотра завышенных и;0.08
11822;447.rtf;respons;"устаревших норм расхода материалов и других норм; улучшения складского хозяйства,";0.05
11823;447.rtf;respons;надлежащей организации приемки и хранения материалов и других ценностей, повышения;0.08
11824;447.rtf;respons;"обоснованности отпуска этих ценностей для нужд отделения; проведения мероприятий по";0.07
11825;447.rtf;respons;"улучшению контроля за правильностью применения норм и нормативов;";0.05
11826;447.rtf;respons;- проверять в структурных подразделениях отделения соблюдение установленного порядка;0.12
11827;447.rtf;respons;приемки, оприходования, хранения и расходования денежных средств, товарно-материальных и;0.08
11828;447.rtf;respons;"других ценностей;";0.05
11829;447.rtf;respons;- подготавливать предложения о снижении размеров премий или лишении премий;0.11
11830;447.rtf;respons;руководителей отделов и структурных подразделений, не обеспечивающих выполнения;0.14
11831;447.rtf;respons;установленных правил оформления первичной документации, ведения первичного учета и других;0.08
11832;447.rtf;respons;требований по организации учета и контроля;0.08
11833;447.rtf;respons;- неправильного ведения бухгалтерского учета, следствием чего явились запущенность в;0.08
11834;447.rtf;respons;"бухгалтерском учете и искажения в бухгалтерской отчетности;";0.08
11835;447.rtf;respons;- принятия к исполнению и оформлению документов по операциям, которые противоречат;0.05
11836;447.rtf;respons;установленному порядку приемки, оприходования, хранения и расходования денежных средств,;0.08
11837;447.rtf;respons;"товарно - материальных и других ценностей;";0.05
11838;447.rtf;respons;- несвоевременной и неправильной выверки операций по расчетному и другим счетам в;0.05
11839;447.rtf;respons;"банках, расчетов с дебиторами и кредиторами;";0.06
11840;447.rtf;respons;- нарушения порядка списания с бухгалтерских балансов недостач, дебиторской;0.05
11841;447.rtf;respons;"задолженности и других потерь;";0.05
11842;447.rtf;respons;"- составления недостоверной бухгалтерской отчетности по вине бухгалтерии;";0.1
11843;447.rtf;respons;- других нарушений положений и инструкций по организации бухгалтерского учета;0.04
11844;447.rtf;respons;- за нарушение правил и положений, регламентирующих финансово-хозяйственную;0.05
11845;447.rtf;respons;"деятельность;";0.05
11846;447.rtf;respons;- за нарушение сроков представления месячных, квартальных и годовых бухгалтерских;0.05
11847;447.rtf;respons;отчетов и балансов соответствующим органам;0.05
11848;447.rtf;respons;определяется в соответствии с действующим законодательством;0.04
11849;448.rtf;position;НАЧАЛЬНИК службы инкассации банка;0.06
11850;448.rtf;common;Начальник службы инкассации Банка непосредственно подчиняется;0.12
11851;448.rtf;respons;условий,    обеспечивающих   сохранность   перевозимых   ценностей   и;0.22
11852;448.rtf;respons;безопасность бригады инкассаторов;0.05
11853;448.rtf;respons;законодательством и договором за:;0.05
11854;448.rtf;respons;"- организацию инкассации;";0.05
11855;448.rtf;respons;- создание условий, обеспечивающих сохранность перевозимых денежных средств и;0.27
11856;448.rtf;respons;"ценностей;";0.05
11857;448.rtf;respons;"- создание условий, обеспечивающих безопасность бригады инкассаторов;";0.22
11858;448.rtf;respons;- правильность внесения соответствующих записей в журналы и правильность оформления;0.04
