;filename;section;text;light
10658;435.rtf;tasks;отчетности к контролю;0.78
10659;435.rtf;rights;Заместитель начальника отдела участвует в разработке нормативных документов;0.11
10660;435.rtf;rights;(нормы расхода материалов и др) и проведении мероприятий по улучшению контроля за;0.07
10661;435.rtf;rights;правильным применением норм и нормативов, улучшения складского хозяйства, надлежащей;0.05
10662;435.rtf;rights;организации приемки и хранения материалов и других ценностей;0.05
10663;435.rtf;rights;Подготавливает предложения о снижении премий или лишении премий, других;0.05
10664;435.rtf;rights;денежных вознаграждений специалистов отдела;0.03
10665;435.rtf;rights;Имеет право подписи финансовых документов (пл поручения, отчеты, договоры и др.);0.81
10666;435.rtf;rights;согласно распоряжению управляющего отделением по согласованию с главным бухгалтером;0.08
10667;435.rtf;respons;- неправильного ведения бухгалтерского учета, следствием чего явились запущенность в;0.07
10668;435.rtf;respons;"бухгалтерском учете и искажения в бухгалтерской отчетности;";0.07
10669;435.rtf;respons;- принятия к исполнению и оформлению документов по операциям, которые противоречат;0.05
10670;435.rtf;respons;установленному порядку приема, оприходования, хранения и расходования денежных средств,;0.06
10671;435.rtf;respons;"материальных ценностей;";0.05
10672;435.rtf;respons;- несвоевременной и неправильной выверки операций по текущим счетам в банках, расчетов;0.06
10673;435.rtf;respons;"с дебиторами и кредиторами;";0.05
10674;435.rtf;respons;- нарушения порядка списания с бухгалтерских балансов недостач, дебиторской;0.05
10675;435.rtf;respons;"задолженности и других потерь;";0.05
10676;435.rtf;respons;"- составления недостоверной бухгалтерской отчетности по вине бухгалтерии;";0.08
10677;435.rtf;respons;#ИМЯ?;0.05
10678;435.rtf;respons;Заместитель начальника отдела несет наравне с руководителем отделения;0.09
10679;435.rtf;respons;- за нарушение правил и положений, регламентирующих финансово-хозяйственную;0.04
10680;435.rtf;respons;"деятельность;";0.05
10681;435.rtf;respons;- за нарушение сроков представления месячных, квартальных и годовых бухгалтерских;0.05
10682;435.rtf;respons;отчетов и балансов соответствующим органам;0.05
10683;436.rtf;respons;Инженер по строительству назначается на должность и освобождается от должности в;0.05
10684;436.rtf;respons;установленном действующим трудовым законодательством порядке приказом директора;0.04
10685;436.rtf;respons;предприятия;0.04
10686;436.rtf;respons;Инженер по строительству подчиняется непосредственно;0.14
10687;436.rtf;respons;Результаты и эффективность производственной деятельности предприятия в пределах;0.04
10688;436.rtf;respons;своей компетенции;0.04
10689;436.rtf;respons;Необеспечение выполнения своих функциональных обязанностей, а также работу;0.05
10690;436.rtf;respons;подчиненных ему подразделений предприятия по вопросам их производственной деятельности;0.04
10691;436.rtf;respons;Недостоверную информацию о состоянии выполнения планов работ по вопросам,;0.04
10692;436.rtf;respons;входящим в его компетенцию;0.05
10693;436.rtf;respons;Невыполнение приказов, распоряжений и поручений администрации предприятия;0.04
10694;436.rtf;respons;Непринятие мер по пресечению выявленных нарушений правил техники безопасности,;0.05
10695;436.rtf;respons;противопожарных и других правил, создающих угрозу деятельности предприятия и его;0.03
10696;436.rtf;respons;работникам;0.05
10697;436.rtf;tasks;Инженер по строительству:;0.74
10698;436.rtf;tasks;Осуществляет технический надзор за выполнением строительно-монтажных работ,;0.88
10699;436.rtf;tasks;приемку работ и законченных объектов;0.75
10700;436.rtf;tasks;Контролирует ход выполнения планов строительства, соответствие объемов, сроков и;0.84
10701;436.rtf;tasks;качества строительно-монтажных работ, а также качества применяемых материалов, изделий,;0.81
10702;436.rtf;tasks;конструкций утвержденной проектно-сметной документации, рабочим чертежам, строительным;0.74
10703;436.rtf;tasks;нормам и правилам, стандартам, техническим условиям, нормам охраны труда;0.74
10704;436.rtf;tasks;Участвует в решении вопросов о внесении в проекты изменений в связи с внедрением;0.77
10705;436.rtf;tasks;более прогрессивных технологических процессов, объемно-планировочных и конструктивных;0.74
10706;436.rtf;tasks;решений, обеспечивающих снижение стоимости и улучшение технико-экономических показателей;0.9
10707;436.rtf;tasks;объектов строительства и реконструкции;0.74
10708;436.rtf;tasks;Принимает участие в рассмотрении и согласовании возникающих в ходе строительства;0.76
10709;436.rtf;tasks;изменений проектных решений, оперативно решает вопросы по замене, при необходимости,;0.73
10710;436.rtf;tasks;материалов, изделий, конструкций (без снижения качества строительных объектов);0.74
10711;436.rtf;tasks;Изучает причины, вызывающие срывы сроков и ухудшение качества строительно-;0.83
10712;436.rtf;tasks;монтажных работ, принимает меры по их предупреждению и устранению;0.84
10713;436.rtf;tasks;Осуществляет техническую приемку законченных строительно-монтажных работ и;0.88
10714;436.rtf;tasks;объектов, оформляет необходимую техническую документацию Участвует в работе комиссий по;0.85
10715;436.rtf;tasks;приемке строительных объектов и сдаче их в эксплуатацию;0.74
10716;436.rtf;tasks;Контролирует качество устранения недоделок, дефектов в установленные сроки;0.84
10717;436.rtf;tasks;Ведет учет законченных строительно-монтажных работ и подготавливает необходимые;0.83
10718;436.rtf;tasks;данные для составления отчетности о выполнении планов строительства;0.76
10719;436.rtf;tasks;Контролировать выполнение плановых заданий и работ, своевременное выполнение;0.59
10720;436.rtf;tasks;отдельных поручений и заданий подчиненными ему подразделениями;0.74
10721;436.rtf;tasks;Запрашивать и получать необходимые материалы и документы, относящиеся к вопросам;0.31
10722;436.rtf;tasks;деятельности Инженера по строительству, подчиненных ему подразделений;0.74
10723;436.rtf;tasks;Вступать во взаимоотношения с подразделениями сторонних учреждений и организаций;0.6
10724;436.rtf;tasks;для решения оперативных вопросов производственной деятельности, входящих в компетенцию;0.54
10725;436.rtf;tasks;Инженера по строительству;0.74
10726;436.rtf;rights;Инженер по строительству имеет право:;0.85
10727;436.rtf;rights;Давать подчиненным ему сотрудникам и службам поручения, задания по кругу вопросов,;0.05
10728;437.rtf;respons;Кассир назначается на должность и освобождается от должности в установленном;0.05
10729;437.rtf;respons;действующим трудовым законодательством порядке приказом Генерального директора;0.04
10730;437.rtf;respons;Кассир подчиняется непосредственно Старшему кассиру;0.12
10731;437.rtf;respons;На должность Кассира назначается лицо, имеющее среднее профессиональное;0.05
10732;437.rtf;respons;образование, при наличии опыта работы кассиром не менее (одного) года;0.03
10733;437.rtf;respons;Кассир должен в совершенстве владеть всеми приемами работы на различных типах;0.05
10734;437.rtf;respons;контрольно-кассовых машин, используемых на предприятии;0.02
10735;437.rtf;respons;Кассир должен знать: постановления, распоряжения, приказы, другие руководящие и;0.73
10736;437.rtf;respons;нормативные документы, касающиеся работы предприятия торговли и ведения кассовых;0.04
10737;437.rtf;respons;"операций; формы кассовых банковских документов; правила приема, выдачи, учета и хранения";0.06
10738;437.rtf;respons;"денежных средств и ценных бумаг; порядок оформления приходных и расходных документов;";0.06
10739;437.rtf;respons;лимиты остатков кассовой наличности, установленной для предприятия, правила обеспечения их;0.03
10740;437.rtf;respons;"сохранности; правила ведения кассовой книги, составления кассовой отчетности; правила и";0.04
10741;437.rtf;respons;"методы организации обслуживания покупателей; правила эксплуатации контрольно-кассовых";0.04
10742;437.rtf;respons;"машин и вычислительной техники; законодательство о труде; Правила внутреннего трудового";0.02
10743;437.rtf;respons;"распорядка; правила и нормы охраны труда; правила техники безопасности, производственной";0.03
10744;437.rtf;respons;санитарии и гигиены, противопожарной безопасности, гражданской обороны;0.05
10745;437.rtf;respons;Кассир должен обладать коммуникабельностью, должен быть энергичен и позитивно;0.06
10746;437.rtf;respons;настроен на выполнение своих функциональных обязанностей, в совершенстве владеть приемами;0.04
10747;437.rtf;respons;работы на контрольно-кассовой машине;0.05
10748;437.rtf;respons;Невыполнение своих функциональных обязанностей;0.04
10749;437.rtf;respons;Недостоверную информацию о состоянии выполнения полученных заданий и;0.05
10750;437.rtf;respons;поручений, нарушение сроков их исполнения;0.05
10751;437.rtf;respons;Невыполнение приказов, распоряжений непосредственного руководства и;0.05
10752;437.rtf;respons;администрации предприятия;0.04
10753;437.rtf;respons;Нарушение Правил внутреннего трудового распорядка, правил противопожарной;0.04
10754;437.rtf;respons;безопасности и техники безопасности, установленных на предприятии;0.04
10755;437.rtf;respons;Разглашение коммерческой тайны;0.05
10756;437.rtf;respons;Утрату, порчу, недостачу денег и иных материальных ценностей в соответствии с;0.05
10757;437.rtf;respons;заключенным с Кассиром договором о полной материальной ответственности;0.05
10758;437.rtf;tasks;Кассир:;0.74
10759;437.rtf;tasks;Осуществляет операции по отражению на (в) ККМ всех полученных от покупателей;0.88
10760;437.rtf;tasks;денежных сумм в соответствии с руководством по эксплуатации для соответствующего типа;0.73
10761;437.rtf;tasks;контрольно-кассовых машин;0.74
10762;437.rtf;tasks;Определяет для каждого покупателя общую сумму покупки по показанию индикатора;0.76
10763;437.rtf;tasks;контрольно-кассовой машины или с помощью счетного устройства и сообщает ее покупателю;0.8
10764;437.rtf;tasks;Получает от покупателя денежные средства за приобретаемые товары согласно;0.82
10765;437.rtf;tasks;сумме, называемой покупателем или указанной в ценниках, с соблюдением следующего порядка:;0.86
10766;437.rtf;tasks;а) четко называет сумму полученных денег и кладет полученные от покупателя деньги на;0.76
10767;437.rtf;tasks;"виду у покупателя отдельно от любых (иных) денег;";0.76
10768;437.rtf;tasks;"б) пробивает на контрольно-кассовой машине чек;";0.74
10769;437.rtf;tasks;в) называет сумму причитающейся покупателю сдачи, убирает полученные от покупателя;0.76
10770;437.rtf;tasks;деньги в кассу и выдает покупателю сдачу вместе с чеком (бумажные купюры и разменная монета;0.76
10771;437.rtf;tasks;выдаются Кассиром одновременно);0.74
10772;437.rtf;tasks;В конце смены (при необходимости и в прочих случаях) снимает кассу, сдает;0.74
10773;437.rtf;tasks;полученные от покупателей деньги Старшему кассиру;0.76
10774;437.rtf;tasks;Бережно обращается с деньгами (не загрязняет их и не производить каких-либо;0.78
10775;437.rtf;tasks;надписей на бумажных купюрах);0.74
10776;437.rtf;tasks;Выдает деньги по возвращаемым покупателями чекам только при наличии на;0.76
10777;437.rtf;tasks;возвращаемом чеке подписи Генерального директора или Заместителя Генерального директора;0.81
10778;437.rtf;tasks;Возврат денег производится только по чеку, выданному в данной кассе;0.74
10779;437.rtf;tasks;Обеспечивает бесперебойную работу кассы, находится в рабочее время на своем;0.94
10780;437.rtf;tasks;рабочем месте Кассир может покидать свое рабочее место только с согласия Старшего кассира.;0.68
10781;437.rtf;tasks;Осуществляет четкое и вежливое обслуживание покупателей, создает для них;0.88
10782;437.rtf;tasks;комфортные условия, контролирует отсутствие нарушений правил торговли, принимает меры по;0.91
10783;437.rtf;tasks;обеспечению отсутствия очередей;0.74
10784;437.rtf;tasks;Обеспечивает сохранность денег, находящихся в кассе, контрольно-кассовой машины;0.9
10785;437.rtf;tasks;и прочих материальных ценностей;0.74
10786;437.rtf;tasks;Принимает меры по предотвращению и ликвидации конфликтных ситуаций.;0.83
10787;437.rtf;tasks;Информирует руководство об имеющихся недостатках в обслуживании покупателей,;0.75
10788;437.rtf;tasks;принимаемых мерах по их ликвидации;0.83
10789;437.rtf;tasks;Поддерживает на рабочем месте атмосферу доброжелательности, подает личный;0.74
10790;437.rtf;tasks;пример в обслуживании покупателей Кассир должен быть терпеливым, внимательным, вежливым;0.77
10791;437.rtf;tasks;при работе с клиентами;0.75
10792;437.rtf;tasks;Обеспечивает чистоту и порядок на рабочем месте.;0.9
10793;437.rtf;tasks;Соблюдает трудовую и производственную дисциплину, правила и нормы охраны;0.74
10794;437.rtf;tasks;труда, требования производственной санитарии и гигиены, требования противопожарной;0.72
10795;437.rtf;tasks;безопасности, гражданской обороны;0.74
10796;437.rtf;tasks;Исполняет указания администрации предприятия.;0.85
10797;437.rtf;tasks;Находится на рабочем месте в форменной рабочей одежде, должен иметь опрятный;0.76
10798;437.rtf;tasks;внешний вид;0.74
10799;437.rtf;rights;Кассир имеет право:;0.84
10800;437.rtf;rights;Предпринимать соответствующие действия по устранению конфликтных ситуаций и;0.05
10801;437.rtf;rights;причин, их повлекших;0.05
10802;437.rtf;rights;Давать объяснения по существу и причинам возникших конфликтных ситуаций;0.05
10803;437.rtf;rights;Вносить предложения администрации предприятия по улучшению работы,;0.04
10804;437.rtf;rights;относящейся к функциональным обязанностям Кассира и всего предприятия в целом;0.04
10805;438.rtf;respons;Кладовщик назначается на должность и освобождается от должности в установленном;0.05
10806;438.rtf;respons;действующим трудовым законодательством порядке приказом директора предприятия;0.03
10807;438.rtf;respons;Результаты и эффективность производственной деятельности подчиненных ему;0.05
10808;438.rtf;respons;работников и складов в целом;0.05
10809;438.rtf;respons;Необеспечение выполнения своих функциональных обязанностей, а также работу;0.05
10810;438.rtf;respons;подчиненных ему служб предприятия по вопросам производственной деятельности;0.04
10811;438.rtf;respons;Недостоверную информацию о состоянии выполнения работ;0.06
10812;438.rtf;respons;Невыполнение приказов, распоряжений и поручений администрации предприятия;0.04
10813;438.rtf;respons;Непринятие мер по пресечению выявленных нарушений правил техники безопасности,;0.05
10814;438.rtf;respons;противопожарных и других правил, создающих угрозу деятельности предприятия и его работникам;0.03
10815;438.rtf;respons;Необеспечение соблюдения трудовой дисциплины подчиненными работниками;0.08
10816;438.rtf;tasks;Кладовщик:;0.74
10817;438.rtf;tasks;Осуществляет руководство работами по приему, хранению и отпуску товарно-;0.92
10818;438.rtf;tasks;материальных ценностей на складах, по их размещению с учетом наиболее рационального;0.89
10819;438.rtf;tasks;использования складских площадей, облегчения и ускорения поиска и отпуска, а также;0.85
10820;438.rtf;tasks;сохранности товарно-материальных ценностей;0.74
10821;438.rtf;tasks;Обеспечивает сохранность складируемых товарно-материальных ценностей,;0.9
10822;438.rtf;tasks;соблюдение режимов хранения, ведение учета складских операций;0.9
10823;438.rtf;tasks;Обеспечивает соблюдение правил оформления и сдачи приходно-расходных;0.94
10824;438.rtf;tasks;документов, составление установленной отчетности;0.76
10825;438.rtf;tasks;Следит за наличием и исправностью противопожарных средств, состоянием помещений,;0.81
10826;438.rtf;tasks;оборудования и инвентаря на складе и обеспечивает их своевременный ремонт;0.91
10827;438.rtf;tasks;Организует проведение отпуска, приема товарно-материальных ценностей, погрузочно-;0.91
10828;438.rtf;tasks;разгрузочных работ на складе с соблюдением правил охраны труда, техники безопасности,;0.85
10829;438.rtf;tasks;"производственной санитарии и противопожарной защиты; сбор, хранение и своевременный";0.74
10830;438.rtf;tasks;возврат поставщикам оборотной тары;0.74
10831;438.rtf;tasks;Участвует в проведении инвентаризаций товарно-материальных ценностей;0.77
10832;438.rtf;tasks;Контролирует состояние техники безопасности и принимает меры к устранению;0.92
10833;438.rtf;tasks;выявленных недостатков, нарушений правил производственной санитарии, несоблюдения;0.71
10834;438.rtf;tasks;рабочими инструкций по охране труда;0.72
10835;438.rtf;tasks;Обеспечивает соблюдение работниками производственной и трудовой дисциплины, вносит;0.94
10836;438.rtf;tasks;предложения о наложении дисциплинарных взысканий на нарушителей;0.74
10837;438.rtf;tasks;Организует работу по повышению квалификации рабочих и проводит воспитательную;0.88
10838;438.rtf;tasks;работу в коллективе;0.75
10839;438.rtf;tasks;Контролировать выполнение плановых заданий и работ, своевременное выполнение;0.59
10840;438.rtf;tasks;отдельных поручений и заданий подчиненными работниками;0.74
10841;438.rtf;tasks;Запрашивать и получать необходимые материалы и документы, относящиеся к;0.51
10842;438.rtf;tasks;выполнению Кладовщиком и подчиненными ему работниками функциональных обязанностей;0.74
10843;438.rtf;tasks;Вступать во взаимоотношения с подразделениями и должностными лицами сторонних;0.46
10844;438.rtf;tasks;учреждений и организаций для решения оперативных вопросов производственной деятельности,;0.54
10845;438.rtf;tasks;входящей в компетенцию Кладовщика;0.74
10846;438.rtf;tasks;Представлять интересы предприятия в сторонних организациях по вопросам,;0.76
10847;438.rtf;tasks;относящимся к функциональным обязанностям Кладовщика;0.74
10848;438.rtf;rights;Кладовщик имеет право:;0.84
10849;438.rtf;rights;Давать подчиненным ему сотрудникам поручения, задания по вопросам, входящим в его;0.05
10850;439.rtf;respons;Комплектовщик назначается на должность и освобождается от должности в;0.05
10851;439.rtf;respons;установленном действующим трудовым законодательством порядке приказом Генерального;0.04
10852;439.rtf;respons;директора;0.04
10853;439.rtf;respons;Комплектовщик подчиняется непосредственно заведующему секцией, складом;0.69
10854;439.rtf;respons;Комплектовщик должен знать:;0.73
10855;439.rtf;respons;- постановления, распоряжения, приказы, другие руководящие и нормативные документы,;0.05
10856;439.rtf;respons;"касающиеся работы предприятия торговли; правила и методы организации обслуживания";0.03
10857;439.rtf;respons;Невыполнение своих функциональных обязанностей;0.04
10858;439.rtf;respons;Недостоверную информацию о состоянии выполнения полученных заданий и;0.05
10859;439.rtf;respons;поручений, нарушение сроков их исполнения;0.05
10860;439.rtf;respons;Невыполнение приказов, распоряжений администрации предприятия;0.04
10861;439.rtf;respons;Нарушение Правил внутреннего трудового распорядка, правил противопожарной;0.04
10862;439.rtf;respons;безопасности и техники безопасности, установленных на предприятии;0.04
10863;439.rtf;respons;Разглашение коммерческой тайны;0.05
10864;439.rtf;respons;Утрату, порчу и недостачу товаров и иных материальных ценностей в соответствии с;0.05
10865;439.rtf;respons;действующим законодательством;0.05
10866;439.rtf;rights;"Правила внутреннего трудового распорядка; правила и нормы охраны труда; правила техники";0.02
10867;439.rtf;rights;безопасности, производственной санитарии и гигиены, противопожарной безопасности,;0.05
10868;439.rtf;rights;гражданской обороны;0.05
10869;439.rtf;rights;Комплектовщик должен обладать коммуникабельностью, должен быть энергичен и;0.06
10870;439.rtf;rights;позитивно настроен;0.05
10871;439.rtf;rights;В период временного отсутствия Комплектовщика его обязанности возлагаются на;0.05
10872;439.rtf;rights;Комплектовщик имеет право:;0.84
10873;439.rtf;rights;Предпринимать соответствующие действия по устранению причин, создающих;0.05
10874;439.rtf;rights;препятствия для осуществления Комплектовщиком своих функциональных обязанностей;0.04
10875;439.rtf;rights;Вносить предложения администрации предприятия по улучшению работы,;0.04
10876;439.rtf;rights;относящейся к функциональным обязанностям Комплектовщика и всего предприятия в целом;0.04
10877;439.rtf;tasks;Комплектовщик:;0.74
10878;439.rtf;tasks;Производит перед началом работы проверку исправности транспортировочных средств;0.82
10879;439.rtf;tasks;и приспособлений, наличие и исправность ручных товарных тележек При необходимости;0.74
10880;439.rtf;tasks;производит их очистку, смазку, мелкий ремонт;0.78
10881;439.rtf;tasks;Осуществляет в течение рабочего дня своевременную погрузку и выгрузку товаров как;0.88
10882;439.rtf;tasks;поступивших на предприятие, так и направляемых в торговые секции;0.77
10883;439.rtf;tasks;Разрабатывает предложения и дает рекомендации по оформлению торговых,;0.74
10884;439.rtf;tasks;административных, служебных помещений предприятия, размещению внешней и внутренней;0.86
10885;439.rtf;tasks;рекламы;0.74
10886;439.rtf;tasks;Контролирует проведение и проводит сам оформительские работы в торговых;0.89
10887;439.rtf;tasks;помещениях предприятия;0.77
10888;439.rtf;tasks;Производит распечатку ценников Контролирует правильность указанных в них цен и;0.87
10889;439.rtf;tasks;читаемость ценников на расстоянии;0.74
10890;439.rtf;tasks;Изучает и анализирует опыт других предприятий торговли в художественном;0.85
10891;439.rtf;tasks;оформлении помещений, размещении рекламы, оформление витрин, выкладку товаров, вносит;0.85
10892;439.rtf;tasks;предложения по использованию положительного и передового опыта;0.74
10893;439.rtf;tasks;Принимает меры по сохранности имущества предприятия;0.85
10894;439.rtf;tasks;Не разглашает информацию и сведения, являющиеся коммерческой тайной;0.74
10895;439.rtf;tasks;предприятия;0.77
10896;439.rtf;tasks;Не дает интервью, не проводит встречи и переговоры, касающиеся деятельности;0.78
10897;439.rtf;tasks;предприятия, без разрешения его руководства;0.76
10898;439.rtf;tasks;Способствует созданию благоприятного делового и морального климата на;0.78
10899;439.rtf;tasks;предприятии;0.77
10900;439.rtf;tasks;Соблюдает трудовую и производственную дисциплину, правила и нормы охраны;0.74
10901;439.rtf;tasks;труда, требования производственной санитарии и гигиены, требования противопожарной;0.72
10902;439.rtf;tasks;безопасности, гражданской обороны;0.74
10903;439.rtf;tasks;Исполняет распоряжения и приказы администрации предприятия.;0.85
10904;439.rtf;tasks;Информирует руководство об имеющихся недостатках в работе предприятия,;0.78
10905;439.rtf;tasks;возможных мерах по их ликвидации;0.77
10906;439.rtf;tasks;Имеет в течение рабочего дня опрятный внешний вид.;0.74
10907;440.rtf;respons;Начальник отдела капитального строительства назначается на должность и;0.05
10908;440.rtf;respons;освобождается от должности в установленным действующим трудовым законодательством;0.04
10909;440.rtf;respons;порядке приказом директора предприятия;0.03
10910;440.rtf;respons;Начальник отдела капитального строительства подчиняется непосредственно;0.12
10911;440.rtf;respons;Результаты и эффективность производственной деятельности отдела капитального;0.05
10912;440.rtf;respons;строительства;0.05
10913;440.rtf;respons;Необеспечение выполнения своих функциональных обязанностей, а так же работу;0.04
10914;440.rtf;respons;подчиненных ему работников;0.05
10915;440.rtf;respons;Недостоверную информацию о состоянии выполнения планов работ отделом;0.06
10916;440.rtf;respons;капитального строительства;0.05
10917;440.rtf;respons;Невыполнение приказов, распоряжений и поручений директора предприятия;0.03
10918;440.rtf;respons;Непринятие мер по пресечению выявленных нарушений правил техники безопасности,;0.05
10919;440.rtf;respons;противопожарным и другим правилам создающих угрозу деятельности предприятия, его;0.03
10920;440.rtf;respons;работникам;0.05
10921;440.rtf;respons;Необеспечение соблюдения трудовой и исполнительской дисциплины работниками,;0.08
10922;440.rtf;respons;находящимися в подчинении Начальника отдела капитального строительства;0.05
10923;440.rtf;tasks;определены на основе и в объеме квалификационной характеристики по должности Начальника;0.74
10924;440.rtf;tasks;отдела капитального строительства и могут быть дополнены, уточнены при подготовке;0.74
10925;440.rtf;tasks;должностной инструкции исходя из конкретных обстоятельств;0.6
10926;440.rtf;tasks;Осуществляет руководство непосредственным выполнением работ по капитальному;0.88
10927;440.rtf;tasks;строительству и реконструкции производственных объектов;0.74
10928;440.rtf;tasks;Организует разработку проектов долгосрочных, среднесрочных и текущих планов;0.88
10929;440.rtf;tasks;капитального строительства, составление титульных списков на все объекты капитального;0.76
10930;440.rtf;tasks;строительства, заявок на строительные материалы и оборудование;0.76
10931;440.rtf;tasks;Обеспечивает целевое и рациональное использование финансовых средств для;0.9
10932;440.rtf;tasks;осуществления капитальных вложений и повышение их эффективности, осуществляя;0.89
10933;440.rtf;tasks;первоочередное направление средств на техническое перевооружение и реконструкцию;0.78
10934;440.rtf;tasks;предприятия, их концентрацию на пусковых объектах, сокращение объема незавершенного;0.77
10935;440.rtf;tasks;строительства;0.74
10936;440.rtf;tasks;Принимает участие в заключении договоров с проектными организациями и с;0.76
10937;440.rtf;tasks;генеральными подрядчиками;0.74
10938;440.rtf;tasks;Следит за выполнением проектными и строительными организациями договорных;0.74
10939;440.rtf;tasks;обязательств, в необходимых случаях предъявляет санкции, предусмотренные договорами;0.74
10940;440.rtf;tasks;Обеспечивает оформление банковских операций по заключенным договорам с;0.9
10941;440.rtf;tasks;подрядными организациями и представление в банковские учреждения в установленные сроки;0.74
10942;440.rtf;tasks;документации по строительству объектов, выполняемых подрядным или хозяйственным способом;0.83
10943;440.rtf;tasks;Организует выполнение планов капитального строительства, своевременность выдачи;0.87
10944;440.rtf;tasks;проектно-сметной и технической документации для производства строительных работ, а также;0.81
10945;440.rtf;tasks;осуществляет технический надзор за сроками и качеством выполнения работ, за их соответствием;0.88
10946;440.rtf;tasks;утвержденной проектно-сметной документации, рабочим чертежам, строительным нормам,;0.74
10947;440.rtf;tasks;стандартам, нормам техники безопасности, производственной санитарии, требованиям;0.74
10948;440.rtf;tasks;рациональной организации труда;0.72
10949;440.rtf;tasks;Осуществляет контроль за своевременным вводом в эксплуатацию объектов;0.89
10950;440.rtf;tasks;Согласовывает с органами, осуществляющими технический надзор, вопросы, связанные;0.87
10951;440.rtf;tasks;с установкой, испытанием и регистрацией оборудования на строительных площадках;0.76
10952;440.rtf;tasks;Осуществляет контроль за расходованием средств, отпущенных на приобретение;0.91
10953;440.rtf;tasks;оборудования в соответствии с титульным списком, соблюдением правил хранения и качеством;0.85
10954;440.rtf;tasks;консервации не установленного оборудования;0.76
10955;440.rtf;tasks;Руководит работой по совершенствованию организации труда в строительстве,;0.8
10956;440.rtf;tasks;сокращению издержек и повышению качества строительных работ, сокращению их сроков,;0.79
10957;440.rtf;tasks;улучшению и удешевлению проектно-изыскательских работ;0.75
10958;440.rtf;tasks;Содействует внедрению рационализаторских предложений, удешевляющих стоимость;0.91
10959;440.rtf;tasks;и сокращающих сроки строительства, ускоряющих окупаемость капитальных вложений (без;0.74
10960;440.rtf;tasks;снижения прочности конструкций и ухудшения качества строительных работ);0.75
10961;440.rtf;tasks;Организует работу по ведению учета и отчетности по капитальному строительству.;0.92
10962;440.rtf;tasks;Руководит работниками отдела.;0.78
10963;440.rtf;tasks;Контролировать выполнение плановых заданий и ход работы по вопросам, относящимся;0.72
10964;440.rtf;tasks;вопросам деятельности отдела капитального строительства;0.73
