filename;section;text
402.rtf;tasks;Составляет бюджеты
402.rtf;tasks;Разрабатывает политику, технологические процессы, методы работы и стандарты
402.rtf;tasks;Распоряжается относительно корреспонденции
402.rtf;tasks;Управляет и координирует деятельность рабочих или сотрудников
402.rtf;tasks;Проводит оценку информации, полученной в ходе интервью с сотрудниками
402.rtf;tasks;Оценивает эффективность работы сотрудников или персонала, работающего по контракту
402.rtf;tasks;Объясняет нормы, политику или положения
402.rtf;tasks;Занимается наймом, увольнением, переводом и продвижением  сотрудников
402.rtf;tasks;Проводит инвентаризацию товаров, чтобы обеспечить соответствующие поставки
402.rtf;tasks;Занимается разбором жалоб клиентов
402.rtf;tasks;Ведет учет продукции или работы
402.rtf;tasks;Делает презентации
402.rtf;tasks;Отслеживает эффективность работы сотрудников
402.rtf;tasks;Заказывает или закупает оборудование и материалы
402.rtf;tasks;Контролирует программы по продажам
402.rtf;tasks;Осуществляет надзор за течением работы, контролируя ее безопасность или соответствие стандартам
402.rtf;tasks;Планирует и организовывает работу
402.rtf;tasks;Готовит договора по ренте или лизингу
402.rtf;tasks;Готовит отчеты
402.rtf;tasks;Занимается службой работы с клиентами
402.rtf;tasks;Публикует открытые вакансии
402.rtf;tasks;Закупает офисное оборудование и мебель
402.rtf;tasks;Дает рекомендации по улучшению методов работы или технологических процессов
402.rtf;tasks;Дает рекомендации по работе с персоналом относительно продвижения, перевода и увольнений сотрудников
402.rtf;tasks;Дает рекомендации относительно закупки или ремонта мебели и оборудования
402.rtf;tasks;Изымает из работы товары, материалы или оборудование
402.rtf;tasks;Разбирает жалобы клиентов или общественные жалобы
402.rtf;tasks;Оказывает помощь сотрудникам в решении проблем, возникающих на работе
402.rtf;tasks;Выбирает программное обеспечение для офисной работы
402.rtf;tasks;Использует знания письменного общения в работе с продажами
402.rtf;tasks;Пишет материалы для рекламы
403.rtf;tasks;Управляют персоналом задействованным в продажах, опросах, кассовом обслуживании, обслуживании клиентов
403.rtf;tasks;Планируют и готовят расписания и сроки для персонала и подразделения в целом
403.rtf;tasks;Подбирают, тренируют и оценивают персонал в продажах или маркетинге
403.rtf;tasks;Координируют рекламные акции и готовят выкладку товара и рекламных материалов
403.rtf;tasks;Общаются с вышестоящими руководителями по поводу внедрения методов и процедур по увеличению продаж, расширению рынков и расширению бизнеса
403.rtf;tasks;Готовит отчеты о продажах для менеджмента и бюджетного департамента
403.rtf;tasks;Помогает продавцам при осуществлении сложных и комплексных продаж
403.rtf;tasks;Выслушивает и разрешает жалобы клиентов, касающиеся услуг, продуктов или действий персонала
403.rtf;tasks;Ведет учет продаж, закупок и рекламаций
403.rtf;tasks;)   Проводит инспекцию правильности цен, размещения и рекламы товара в торговом зале
403.rtf;tasks;)   Формирует ценовую политику по товару в зале в соответствии с требованиями к прибыльности операций в торговом зале
403.rtf;tasks;)   Проводит инвентаризацию запасов и формирует очередные заказы
403.rtf;tasks;)   Готовит соглашения об аренде и лизинге, определяя проценты и порядок погашения
403.rtf;tasks;)   Ведет учет работы подчиненных, включая учет рабочего времени
404.rtf;tasks;Анализирует рыночную и дистрибуторскую системы для определения наличия и потребности в материалах на текущий момент и на будущие периоды
404.rtf;tasks;Проводит инвентаризацию, управляет процессом закупки и поставки продуктов и материалов
404.rtf;tasks;Определяет себестоимость товаров, формулирует и координирует исполнение политики торговли компании для обеспечения прибыли
404.rtf;tasks;Разрабатывает и внедряет операционные, системные и должностные инструкции, процедуры и линии поведения
404.rtf;tasks;Руководит и координирует деятельность персонала, занятого в закупке, продаже и распределении материалов, оборудования и запасов
404.rtf;tasks;Готовит отчет о рыночных условиях и издержках на закупку
404.rtf;tasks;Готовит, пересматривает и обрабатывает распоряжения и заказы на закупку материалов и оборудования
404.rtf;tasks;Представляет компанию при формулировании политики закупок, а также при  ведении переговоров и заключении контрактов с поставщиками
404.rtf;tasks;Анализирует рыночные условия
404.rtf;tasks;Анализирует системы распределения
404.rtf;tasks;Распределяет работу между подчиненными
404.rtf;tasks;Проводит исследования рынка
404.rtf;tasks;Организует или присутствует на собраниях персонала
404.rtf;tasks;Разрабатывает процедуры и политику осуществления закупок
404.rtf;tasks;Разрабатывает систему управления результатами работы
404.rtf;tasks;Руководит и координирует деятельностью сотрудников
404.rtf;tasks;Заполняет формы заказа на закупку
404.rtf;tasks;Проводит осмотр товара для определения ценности и повреждений
404.rtf;tasks;Определяет источники закупок
404.rtf;tasks;Поддерживает административное руководство процедурами
404.rtf;tasks;Ведет отчетность о текущей деятельности
404.rtf;tasks;Управляет материальными запасами
404.rtf;tasks;Отслеживает потребительские и рыночные тенденции
404.rtf;tasks;Заключает контракты
404.rtf;tasks;Размещает заказы на поставку материалов, сырья, оборудования
404.rtf;tasks;Отслеживает выполнение политики или программ компании
404.rtf;tasks;Осуществляет закупку офисного оборудования и мебели
404.rtf;tasks;Дает рекомендации о закупке или ремонте мебели или оборудования
404.rtf;tasks;Использует технологии оценки при закупке
404.rtf;tasks;Использует методы анализа доходов и расходов
404.rtf;tasks;Использует процедуры учета инвентаря
404.rtf;tasks;Использует знания в области коммерческих контрактов
404.rtf;tasks;Использует технологии ведения переговоров
405.rtf;tasks;Информирует руководителя и других заинтересованных лиц о локальных, национальных и международных факторах, влияющих на принятие решения о покупке и продаже определенных товаров и услуг
405.rtf;tasks;Анализирует СМИ о развитии бизнеса, отслеживает  тенденции рынка и определяет рыночные возможности для продуктов
405.rtf;tasks;Составляет каталог с описанием товаров и услуг и устанавливает цены на них
405.rtf;tasks;Проводит экономические и отраслевые исследования для выявления потенциальных рынков для товаров и услуг
405.rtf;tasks;Анализирует юридические вопросы
405.rtf;tasks;Анализирует рынок и системы дистрибуции
405.rtf;tasks;Анализирует деятельность по продажам и перспективы продаж
405.rtf;tasks;Распределяет работу своего персонала
405.rtf;tasks;Осуществляет маркетинговые исследования
405.rtf;tasks;Участвует в общеорганизационных встречах
405.rtf;tasks;Проводит исследования по связанным с областью работы вопросам
405.rtf;tasks;Проводит презентации продуктов
405.rtf;tasks;Общается с руководителями других департаментов для координации деятельности
405.rtf;tasks;Консультируется с менеджерами и вышестоящими руководителями
405.rtf;tasks;Разрабатывает маркетинговую стратегию
405.rtf;tasks;Разрабатывает ценовую стратегию
405.rtf;tasks;Управляет и координирует деятельность персонала
405.rtf;tasks;Оценивает спрос на продукты и услуги
405.rtf;tasks;Оценивает результативность работы своих сотрудников
405.rtf;tasks;Принимает решение о найме, продвижении, поощрении или увольнении своих сотрудников
405.rtf;tasks;Выявляет потенциальные рынки
405.rtf;tasks;Заключает контракты
405.rtf;tasks;Следит за тенденциями рынка и поведением потребителей
405.rtf;tasks;Отслеживает программы продаж
405.rtf;tasks;Осуществляет общий финансовый анализ
405.rtf;tasks;Готовит отчеты
405.rtf;tasks;Обеспечивает потребительский сервис
405.rtf;tasks;Использует знания экономических тенденций
405.rtf;tasks;Использует навыки письменной коммуникации в работе по продажам
405.rtf;tasks;Использует маркетинговые технологии
405.rtf;tasks;Использует знание продуктов в работе с рынком
405.rtf;tasks;Использует технологии общения с публикой
405.rtf;rights;Консультируется с менеджерами по закупке товаров и услуг, на которые ожидается спрос
405.rtf;rights;Уведомляет и координирует о маркетинговой деятельности по продвижению товаров и услуг
405.rtf;rights;Разрабатывает маркетинговую стратегию, основанную на политике компании, структуры рынка стоимостных факторах
405.rtf;rights;Готовит отчет о маркетинговой деятельности
405.rtf;rights;Выбирает продукты, которые будут демонстрироваться в местах продаж или специальных выставках
406.rtf;tasks;Анализирует потребности в обучении для разработки новых программ или модификации существующих
406.rtf;tasks;Разрабатывает и проводит тренинги для служащих частных и коммерческих учреждений
406.rtf;tasks;Совещается с руководителями для выявления потребностей в обучении, возникающих вследствие планируемых изменений, установленном уровне продаж и других факторов и тд.
406.rtf;tasks;Разрабатывает раздаточные обучающие материалы
406.rtf;tasks;Разрабатывает процедуры тестирования и оценки обучающихся работников
406.rtf;tasks;Оценивает эффективность программ тренингов и работы самих тренеров
406.rtf;tasks;Формулирует процедуры и расписания тренингов, используя информацию о выявленных потребностях в обучении
406.rtf;tasks;Интерпретирует и объясняет законодательные инструкции в области обучения, а также предоставляет информацию и помощь стажерам, руководителям и другим заинтересованным лицам
406.rtf;tasks;Разрабатывает процедуры, использующие индивидуальное обучение, обучение в классе, презентации, конференции, обучение на рабочем месте и тд.
406.rtf;tasks;Готовит бюджет на обучение подразделения или всей компании
406.rtf;tasks;Оценивает программы тренингов на их соответствие государственным стандартам
406.rtf;tasks;Оценивает профессиональный уровень сотрудников компании, а также кандидатов на открытые позиции
406.rtf;tasks;Распределяет работу между работниками компании, находящимися в его непосредственном подчинении
406.rtf;tasks;Координирует и руководит тренингом
406.rtf;tasks;Координирует программами продолжения обучения работников
406.rtf;tasks;Определяет потребности клиента
406.rtf;tasks;Разрабатывает бюджеты
406.rtf;tasks;Разрабатывает политики, процедуры, методы или стандарты
406.rtf;tasks;Разрабатывает процедуры оценки тренинга
406.rtf;tasks;Разрабатывает программы обучения
406.rtf;tasks;Редактирует обучающие материалы
406.rtf;tasks;Обеспечивает соответствие деятельности с государственными инструкциями
406.rtf;tasks;Выявляет потребности в обучении
406.rtf;tasks;Изучает рыночные цены на обучение
406.rtf;tasks;Ориентирует новых сотрудников в компании
406.rtf;tasks;Готовит аудио, видео и раздаточные вспомогательные материалы
406.rtf;tasks;Составляет расписания обучающих мероприятий
406.rtf;tasks;Понимает и использует в работе государственные законы и инструкции о труде, найме и обучении
406.rtf;tasks;Готовит обучающие материалы и материалы для ориентации новых работников в компании
407.rtf;tasks;Анализирует внутренние процессы и планирует или осуществляет изменение политик или процедур для увеличения эффективности деятельности
407.rtf;tasks;Организует занятия для обучения персонала процедурам
407.rtf;tasks;Координирует деятельность административного персонала в организации
407.rtf;tasks;Составляет отчеты о потраченных средствах
407.rtf;tasks;Нанимает и увольняет административный персонал
407.rtf;tasks;Готовит и проверяет операционные отчеты и расписания для обеспечения точности и эффективности
407.rtf;tasks;Предлагает затратосберегающие методы, такие как изменение в структуре поставок и  системе отчетности для увеличения эффективности департамента
407.rtf;tasks;Следит за соблюдением безопасных процедур
407.rtf;tasks;Анализирует технические проблемы
407.rtf;tasks;Анализирует операционные или управленческие отчеты
407.rtf;tasks;Анализирует операционные процедуры
407.rtf;tasks;Анализирует техническую информацию, проекты или технические задания
407.rtf;tasks;Поручает работу служащим
407.rtf;tasks;Организует совещания с персоналом
407.rtf;tasks;Консультируется с управленческим или вышестоящим персоналом
407.rtf;tasks;Проектирует системы в кооперации с коллегами
407.rtf;tasks;Определяет связанные с административными функциями политики, стандарты или средства технического обслуживания
407.rtf;tasks;Разрабатывает график текущего ремонта
407.rtf;tasks;Руководит и координирует деятельностью персонала
407.rtf;tasks;Контроль документооборота административных служб
407.rtf;tasks;Производит оценку операционной деятельности офиса
407.rtf;tasks;Принимает решения о найме, разгрузке, перемещении или продвижении работников
407.rtf;tasks;Осуществляет инспектирование собственности с целью строительства, проверки состояния или проектирования дизайна
407.rtf;tasks;Проводит интервью с кандидатами
407.rtf;tasks;Следит за сохранностью офисного оборудования и мебели
407.rtf;tasks;Следит за своевременностью подготовки отчетности и ведения учета
407.rtf;tasks;Управляет проектами обслуживания здания manage contracts
407.rtf;tasks;Управляет контрактами
407.rtf;tasks;Управляет материальными запасами и поставками
407.rtf;tasks;Модифицирует рабочие процедуры или процессы для осуществления работы в срок
407.rtf;tasks;Заключает договоры аренды или продажи недвижимости
407.rtf;tasks;Делает заказы на поставку материалов или оборудования
407.rtf;tasks;Готовит финансовые отчеты
407.rtf;tasks;Разрабатывает договор аренды или лизинга agreement
407.rtf;tasks;Закупает офисную мебель и оборудование
407.rtf;tasks;Вносит предложения по решению административных проблем
407.rtf;tasks;Распределяет рабочее время персонала
407.rtf;tasks;В своей работе руководствуется административным законодательством
407.rtf;tasks;Использует технологии управления инфраструктурой организации
407.rtf;tasks;Использует техники межличностного общения
407.rtf;tasks;Использует техники ведения переговоров
408.rtf;tasks;Координирует и рекомендует процедуры для поддержания или модификации зданий и оборудования, включая замену производственных механизмов
408.rtf;tasks;Разрабатывает и внедряет системы контроля производственного процесса и контроля качества, анализируя производственные показатели, существующую систему контроля качества, содержание и уход за оборудованием, и другие операционные отчеты для выявления производственных проблем
408.rtf;tasks;Разрабатывает бюджеты и утверждает расходы на поставщиков и  человеческие ресурсы в подразделении, обеспечивая рациональное использование материалов, труда и оборудования для достижения производственных целей
408.rtf;tasks;Руководит и координирует производством, обработкой, распределением и маркетинговой деятельностью производственной организации
408.rtf;tasks;Утверждает прием, оценку и увольнение персонала и разрешает жалобы сотрудников
408.rtf;tasks;Инициирует и координирует программы по контролю за затратами и состоянием оборудования
408.rtf;tasks;Поддерживает свои знания в области контроля качества, используя современную литературу по использованию сырья и материалов, техническому прогрессу  и статистическим исследованиям
408.rtf;tasks;Ведет переговоры по вопросам цен на сырье и материалы с поставщиками
408.rtf;tasks;Составляет и хранит отчеты о производстве и достижениях персонала
408.rtf;tasks;Проверяет и обсуждает осуществление операций с техническим и административным персоналом для разрешения производственных или процессных проблем
408.rtf;tasks;Просматривает отчеты и советуется с персоналом поддерживающих и исследовательских служб по вопросам разработки новых продуктов и процессов
408.rtf;tasks;Просматривает производственные планы и заказы на произведенную продукцию с целью принятия решений о потребностях в оборудовании, персонале, процедурах работы и необходимых затратах, принимая во внимание ограничения по бюджету и времени
408.rtf;tasks;Устанавливает и контролирует стандарты качества продукции,  изучая качественные показатели сырья или организуя проверки на стадиях производства для обеспечения предписанного качества готовой продукции
408.rtf;tasks;Анализирует финансовую информацию
408.rtf;tasks;Анализирует операционные или управленческие отчеты
408.rtf;tasks;Распределяет работу персонала
408.rtf;tasks;Обрабатывает  на компьютере результаты проверки качества продукции и материалов
408.rtf;tasks;Проводит собрания с работниками для обеспечения постановки и реализации производственных целей
408.rtf;tasks;Организует исследования по связанным с работой вопросам
408.rtf;tasks;Координирует деятельность по поддержанию производства
408.rtf;tasks;Проектирует производственные процессы и методы
408.rtf;tasks;Определяет факторы, влияющие на производственный процесс
408.rtf;tasks;Разрабатывает бюджеты
408.rtf;tasks;Разрабатывает графики текущего ремонта
408.rtf;tasks;Разрабатывает системы административного управления
408.rtf;tasks;Разрабатывает планы программ и проектов
408.rtf;tasks;Разрабатывает политики, процедуры, методы и стандарты
408.rtf;tasks;Разрабатывает план потребности в персонале
408.rtf;tasks;Устанавливает производственный график
408.rtf;tasks;Производит оценку времени и затрат на проекты по строительству, инсталляции объектов или их ремонту
408.rtf;tasks;Оценивает системы производственных процессов
408.rtf;tasks;Руководствуется производственными методами и технологиями
408.rtf;tasks;Утверждает найм, увольнения, перемещения и продвижения работников своего подразделения
408.rtf;tasks;Проверяет или тестирует сырье и материалы для выявления соответствия стандартам и спецификациям
409.rtf;tasks;Консультировать дилеров и дистрибьюторов относительно  политик и техник с целью обеспечения функциональной эффективности деятельности
409.rtf;tasks;Оценивать рыночный потенциал новых и уже существующих точек продаж на основе статистических данных и данных по расходам
409.rtf;tasks;Проводить совещания или консультации с главами отделов для планирования рекламных услуг и сбора подробной информации по оборудованию и клиентам
409.rtf;tasks;Проводить совещания с потенциальными клиентами по требованиям к оборудованию и консультировать заказчиков по типам оборудования для закупки
409.rtf;tasks;Определять шкалу цен и нормы скидок
409.rtf;tasks;Управлять и координировать деятельность по продажам производимой продукции, услугам, товарам, недвижимости и другим предметам продажи
409.rtf;tasks;Руководить сотрудниками в вопросах ведения документации по экспортной переписке, заявок, сбора кредитов и относительно поддержания текущей информации по тарифам, лицензиям и ограничениям
409.rtf;tasks;Управлять продажами за рубеж и торговыми точками организации
409.rtf;tasks;Управлять, координировать и проверять деятельность по продажам, заниматься расчетом, ведением учета, а также приемом и перевозкой
409.rtf;tasks;Отслеживать предпочтения клиентов с целью определить основной круг задач по продажам
409.rtf;tasks;Осуществлять надзор за региональными и локальными менеджерами по продажам и их персоналом
409.rtf;tasks;Планировать и руководить наймом сотрудников, обучением и оценкой эффективности работы с целью развивать и управлять программами по продажам и по оказанию услуг
409.rtf;tasks;Готовить бюджеты и оценивать бюджетный расход
409.rtf;tasks;Представлять компанию на встречах торговой ассоциации с целью продвижения продукции
409.rtf;tasks;Заниматься разбором жалоб клиентов относительно продаж и услуг
409.rtf;tasks;Просматривать документацию и отчеты по проектным продажам и определять прибыль
409.rtf;tasks;Посещать франчайзинговых дилеров для стимулирования деятельности или расширения лизинга
409.rtf;tasks;Консультирует клиентов или потребителей
409.rtf;tasks;Консультирует розничных дилеров по вопросам употребления техник продвижения продаж
409.rtf;tasks;Анализирует рынок или системы доставки (комплект поставки)
409.rtf;tasks;Анализирует деятельность по продажам и тенденции
409.rtf;tasks;Дает задания сотрудникам или служащим
409.rtf;tasks;Проводит исследования рынка
409.rtf;tasks;Проводит или посещает встречи сотрудников
409.rtf;tasks;Проводит исследования по темам, связанным с работой
409.rtf;tasks;Проводит презентации по продажам
409.rtf;tasks;Координирует сотрудников или их деятельность
409.rtf;tasks;Определяет нужды клиентов
409.rtf;tasks;Разрабатывает бюджеты
409.rtf;tasks;Руководит и координирует деятельность рабочих или сотрудников
409.rtf;tasks;Обсуждает рекламные стратегии
409.rtf;tasks;Устанавливает стандарты по выполнению работы служащими
409.rtf;tasks;Оценивает данные опроса служащих
409.rtf;tasks;Оценивает эффективность работы служащих или сотрудников, работающих по контракту
409.rtf;tasks;Оценивает качество продукции для продаж
409.rtf;tasks;Утверждает найм, увольнение, перевод и продвижение по службе сотрудников
409.rtf;tasks;Определяет лучший продукт, удовлетворяющий требованиям клиентов
409.rtf;tasks;Делает презентации
409.rtf;tasks;Отслеживает тенденции среди клиентов или рыночные тенденции
409.rtf;tasks;Занимается введением в должность новых сотрудников
409.rtf;tasks;Отслеживает программы и политики по продажам
409.rtf;tasks;Контролирует обеспечение клиентского сервиса на должном уровне
409.rtf;tasks;Рассматривает жалобы клиентов
409.rtf;tasks;Продает продукцию посредством рекламы
409.rtf;tasks;Использует знания заключения контрактов купли-продажи
409.rtf;tasks;Использует навыки письменной коммуникации
409.rtf;tasks;Использует знания продукции с целью продажи товаров
409.rtf;tasks;Использует техники публичных выступлений
409.rtf;tasks;Использует техники продаж
409.rtf;tasks;Пишет речи по темам продаж или информационные сообщения
410.rtf;tasks;Назначать, руководить и проверять деятельность сотрудников по связям с общественностью
410.rtf;tasks;Проводить совещания с HR-менеджерами с целью создания внутренний канал коммуникации, который будет информировать сотрудников о деятельности компании
410.rtf;tasks;Создать и в дальнейшем поддерживать корпоративный образ компании и ее своеобразие, в понятие которого входят девиз и логотип
410.rtf;tasks;Руководить деятельностью внешних агентств, учреждений и отделений, которые разрабатывают и внедряют коммуникационные стратегии и информационные программы
410.rtf;tasks;Писать черновые варианты речей для руководства компании, организовывать для них интервью и другие виды контактов с общественностью
410.rtf;tasks;Установить и в дальнейшем поддерживать эффективные рабочие отношения с местными и муниципальными правительственными органами и представителями СМИ
410.rtf;tasks;Определять цели в сфере поиска денежных средств, разработать политики по сбору и хранению вкладов и координировать выплату денежных средств
410.rtf;tasks;Оценивать рекламные программы и промо-акции на их сочетаемость с задачами паблик релейшнз
410.rtf;tasks;Содействовать потребительским отношениям, отношениям между такими частями персонала компании, как руководители и сотрудники, или между разными подразделениями компании
410.rtf;tasks;Формулировать политики и методики по программам общественного информирования, работая с руководителями по вопросам связи с общественностью
410.rtf;tasks;Установить группы и аудитории основных клиентов и определить наилучший способ сообщения им рекламной информации
410.rtf;tasks;Поддерживать архивы компании
410.rtf;tasks;Управлять бюджетами, отведенными на коммуникации
410.rtf;tasks;Управлять внутренними коммуникационными курсами
410.rtf;tasks;Управлять особыми мероприятиями, такими как спонсорство, акции по представлению новых продуктов и другими мероприятиями, которые поддерживает фирма с целью привлечь внимание общественности, не используя прямой рекламы
410.rtf;tasks;Вести наблюдения и делать отчеты по социальным, экономическим и политическим тенденциям, которые могут оказать воздействие на работодателей
410.rtf;tasks;Осуществлять постановку фильмов и создавать другие видео продукты, регулировать их распространение, организовывать работу медиатеки
410.rtf;tasks;Предоставлять по запросам информацию по деятельности компании и ее статусу
410.rtf;tasks;Писать интересные и обладающие воздействием пресс-релизы, готовить информацию для СМИ и развивать и поддерживать корпоративные интернет и интранет странички
410.rtf;tasks;Осуществляет визуальную и вербальную коммуникацию
410.rtf;tasks;Осуществляет деятельность, которая способствует привлечению средств
410.rtf;tasks;Проводит совещания с главами других подразделений по координированию деятельности
410.rtf;tasks;Консультирует по вопросам клиентских потребностей
410.rtf;tasks;Координирует программы по продолжению обучения сотрудников
410.rtf;tasks;Определяет потребности клиентов
410.rtf;tasks;Разрабатывает бюджет
410.rtf;tasks;Разрабатывает политики, методики, методы и стандарты
410.rtf;tasks;Направляет и координирует работу персонала
410.rtf;tasks;Устанавливает и поддерживает взаимоотношения с внешним сообществом и организациями
410.rtf;tasks;Оценивает эффективность рекламных акций
410.rtf;tasks;Поддерживает осведомленность относительно социальных тенденций
410.rtf;tasks;Поддерживает кооперативные рабочие отношения с деловым сообществом
410.rtf;tasks;Делает презентации
410.rtf;tasks;Отслеживает тенденции рынка и потребителей
410.rtf;tasks;Следит за исполнением организационных или программных политик
410.rtf;tasks;Занимается расписанием, занятиями и мероприятиями
410.rtf;tasks;Руководит сотрудниками по рекламе и связям с общественностью
410.rtf;tasks;Confer Использует техники межличностного общения
410.rtf;tasks;Использует техники устного и письменного общения
410.rtf;tasks;Проводит публичные выступления
410.rtf;tasks;Занимается деловой перепиской
411.rtf;tasks;Организация совещаний с главами отделов для координации действий  по организации производства,  продаж, учету и закупке
411.rtf;tasks;Разработка и выполнение планов
411.rtf;tasks;Разработка стандартов и процедур по получению материалов, их обработке, хранению и отгрузке
411.rtf;tasks;Проверка счетов и деклараций на их соответствие тарифным и таможенным инструкциям
411.rtf;tasks;Взаимодействие с представителями таможенной службы с целью обеспечения отгрузок
411.rtf;tasks;Оценка количества/веса изделий и материалов и типа контейнера, который необходим для их хранения или транспортировки
411.rtf;tasks;Инспектирование складских помещений и находящегося на их территории  оборудования Составление заявок на тестирование, содержание и ремонт оборудования.
